"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR_M","CLOSE_HOUR_M","WEEKENDS","EVENINGS"
1846,"Aveo Care at Home - Victoria"," SPRINGFIELD CENTRAL 4300 QLD","QLD",4300,"SPRINGFIELD CENTRAL","0700","1730","TRUE","TRUE"
1848,"Warrigal At Home - Illawarra and Shoalhaven"," Albion Park Rail 2527 NSW","NSW",2527,"Albion Park Rail",NaN,NaN,"TRUE","TRUE"
1851,"1300 939 458 - Your Home Care Package"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1730","TRUE","TRUE"
1853,"Baptcare Home Help Gippsland - Morwell Office"," MORWELL 3840 VIC","VIC",3840,"MORWELL",NaN,NaN,"TRUE","TRUE"
1858,"Assist HomeCare (Home Assist Metro East)"," TOORAK GARDENS 5065 SA","SA",5065,"TOORAK GARDENS","0600","2030","TRUE","TRUE"
1859,"Accessible Living Options"," BATHURST 2795 NSW","NSW",2795,"BATHURST","0830","1700","TRUE","TRUE"
1860,"BlueCross Eastern"," HAWTHORN EAST 3123 VIC","VIC",3123,"HAWTHORN EAST","0730","2000","TRUE","TRUE"
1861,"Ozcare - Bundaberg"," BUNDABERG 4670 QLD","QLD",4670,"BUNDABERG","0600","1800","TRUE","TRUE"
1862,"Mercy Community Services - Home Care packages"," NUDGEE 4014 QLD","QLD",4014,"NUDGEE","0600","2030","TRUE","TRUE"
1863,"The Queen Victoria Home"," LINDISFARNE 7015 TAS","TAS",7015,"LINDISFARNE",NaN,NaN,"TRUE","TRUE"
1864,"Adventist Senior Living Home Care Alstonville"," ALSTONVILLE 2477 NSW","NSW",2477,"ALSTONVILLE","0700","2030","TRUE","TRUE"
1865,"Goodwin Home Care Packages"," MONASH 2904 ACT","ACT",2904,"MONASH","0700","2030","TRUE","TRUE"
1866,"Bankstown City Aged Care Home Based Services"," GEORGES HALL 2198 NSW","NSW",2198,"GEORGES HALL","0600","2030","TRUE","TRUE"
1867,"1300791660 McLean Care Community Services Inverell"," INVERELL 2360 NSW","NSW",2360,"INVERELL","0600","1900","TRUE","TRUE"
1868,"RFBI Care at Home - Dubbo"," DUBBO 2830 NSW","NSW",2830,"DUBBO","0600","1800","TRUE","TRUE"
1869,"New Aged Care P/L - Home Care"," WOODEND 3442 VIC","VIC",3442,"WOODEND",NaN,NaN,"TRUE","TRUE"
1871,"Australian Unity Home Care Service - Holbrook"," ALBURY 2640 NSW","NSW",2640,"ALBURY","0600","2000","TRUE","TRUE"
1872,"Home Support Services"," FULLARTON 5063 SA","SA",5063,"FULLARTON","0800","2000","TRUE","TRUE"
1875,"Coast Home Help"," WEST GOSFORD 2250 NSW","NSW",2250,"WEST GOSFORD",NaN,NaN,"TRUE","TRUE"
1876,"St Bart's Home Care"," EAST PERTH 6004 WA","WA",6004,"EAST PERTH",NaN,NaN,"TRUE","TRUE"
1879,"Gemfields Community Support Assoc. Inc. HCP"," THE GEMFIELDS 4702 QLD","QLD",4702,"THE GEMFIELDS",NaN,NaN,"TRUE","TRUE"
1880,"UPA Hunter Region Home Care Packages"," WALLSEND 2287 NSW","NSW",2287,"WALLSEND","0600","1800","TRUE","TRUE"
1881,"BlueCross Southern"," HAWTHORN EAST 3123 VIC","VIC",3123,"HAWTHORN EAST","0730","2000","TRUE","TRUE"
1882,"Calvary Community Care Sydney"," SURRY HILLS 2010 NSW","NSW",2010,"SURRY HILLS",NaN,NaN,"TRUE","TRUE"
1884,"St John's Community Care Mareeba & Atherton Tablelands"," MAREEBA 4880 QLD","QLD",4880,"MAREEBA",NaN,NaN,"TRUE","TRUE"
1885,"Huon Eldercare Home Care Services"," FRANKLIN 7113 TAS","TAS",7113,"FRANKLIN",NaN,NaN,"TRUE","TRUE"
1888,"Dutiful Daughters"," BONDI JUNCTION 2022 NSW","NSW",2022,"BONDI JUNCTION",NaN,NaN,"TRUE","TRUE"
1889,"Uniting Healthy Living for Seniors South West Sydney"," BANKSTOWN 2200 NSW","NSW",2200,"BANKSTOWN","0700","1900","TRUE","TRUE"
1891,"Timber Creek Aged Care and Disability service"," TIMBER CREEK 852 NT","NT",852,"TIMBER CREEK","0800","1630","TRUE","FALSE"
1892,"Juniper Home Care"," BENTLEY 6102 WA","WA",6102,"BENTLEY","0600","2030","TRUE","TRUE"
1894,"At Grampians Community Health Stawell Office"," STAWELL 3380 VIC","VIC",3380,"STAWELL",NaN,NaN,"TRUE","TRUE"
1895,"Cooma-Monaro Nursing Service"," COOMA 2630 NSW","NSW",2630,"COOMA",NaN,NaN,"TRUE","TRUE"
1897,"Comfort Disability and Aged Home Care Services"," AUBURN 2144 NSW","NSW",2144,"AUBURN","0500","2030","TRUE","TRUE"
1898,"Just Domestic Cleaning and Gardening Western Sydney"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0830","1800","TRUE","TRUE"
1900,"Aged and Disability Services Wangaratta Rural City Council"," WANGARATTA 3677 VIC","VIC",3677,"WANGARATTA","0830","1700","TRUE","TRUE"
1903,"Ballan District Health And Care"," BALLAN 3342 VIC","VIC",3342,"BALLAN",NaN,NaN,"TRUE","TRUE"
1904,"Australian Unity Home Care Service - Lord Howe Island"," MAROUBRA 2035 NSW","NSW",2035,"MAROUBRA","0600","2000","TRUE","TRUE"
1905,"Independent Health Care Service Pty Ltd"," MOONAH 7009 TAS","TAS",7009,"MOONAH",NaN,NaN,"TRUE","TRUE"
1906,"Coast Community Connections"," WOY WOY 2256 NSW","NSW",2256,"WOY WOY",NaN,NaN,"TRUE","TRUE"
1907,"Cumberland View Home Care"," WHEELERS HILL 3150 VIC","VIC",3150,"WHEELERS HILL","0830","1700","TRUE","TRUE"
1908,"BaptistCare - Central Coast"," Morisset 2264 NSW","NSW",2264,"Morisset","0630","2030","TRUE","TRUE"
1909,"Rubies Nursing NSW Sydney"," Sydney 2765 NSW","NSW",2765,"Sydney",NaN,NaN,"TRUE","TRUE"
1910,"Aged Care Plus Home & Community Care, The Salvation Army - Home Care Packages, Brisbane"," RIVERVIEW 4303 QLD","QLD",4303,"RIVERVIEW","0600","1900","TRUE","TRUE"
1911,"RFBI Care at Home - Newcastle"," Edgeworth 2285 NSW","NSW",2285,"Edgeworth",NaN,NaN,"TRUE","TRUE"
1912,"Sue Mann Nursing & Community Care (HU) - 1300 241 300"," ERINA 2250 NSW","NSW",2250,"ERINA","0700","1800","TRUE","TRUE"
1915,"Clarence Estate Home Care"," ALBANY 6330 WA","WA",6330,"ALBANY","0700","2030","TRUE","TRUE"
1916,"ABORIGINAL & ISLANDER COMMUNITY RESOURCE AGENCY Aged Care"," ROCKHAMPTON CITY 4700 QLD","QLD",4700,"ROCKHAMPTON CITY","0700","1500","TRUE","TRUE"
1917,"The Care List - 1300 939 458 Newcastle 2300"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1830","TRUE","TRUE"
1918,"Dale Community Care"," ARMADALE 6112 WA","WA",6112,"ARMADALE","0700","2000","TRUE","TRUE"
1919,"Life Without Barriers Home Care Packages Program - South Australia"," NETLEY 5037 SA","SA",5037,"NETLEY",NaN,NaN,"TRUE","TRUE"
1920,"Southern Cross Home Care North West"," SOMERSET 7322 TAS","TAS",7322,"SOMERSET","0700","1900","TRUE","TRUE"
1921,"Hobsons Bay Home Care Packages Program"," ALTONA 3018 VIC","VIC",3018,"ALTONA",NaN,NaN,"TRUE","TRUE"
1922,"Flinders Shire Council Community Care Program"," HUGHENDEN 4821 QLD","QLD",4821,"HUGHENDEN",NaN,NaN,"TRUE","TRUE"
1924,"Bethanie Mount Claremont Social Centre"," MOUNT CLAREMONT 6010 WA","WA",6010,"MOUNT CLAREMONT","0500","2030","TRUE","TRUE"
1925,"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Gippsland"," MORWELL 3840 VIC","VIC",3840,"MORWELL","0830","1800","TRUE","TRUE"
1926,"HammondCare At Home - Shoalhaven"," NOWRA 2541 NSW","NSW",2541,"NOWRA","0700","1900","TRUE","TRUE"
1927,"Advanced Care Australia (Brisbane)"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0500","2030","TRUE","TRUE"
1928,"Dedicated Carers"," REDHEAD 2290 NSW","NSW",2290,"REDHEAD",NaN,NaN,"TRUE","TRUE"
1929,"Australian Unity Home Care Service - Barham"," DENILIQUIN 2710 NSW","NSW",2710,"DENILIQUIN","0600","2000","TRUE","TRUE"
1930,"Australian Unity Home Care Service - Aboriginal Home Care - Cowra"," COWRA 2794 NSW","NSW",2794,"COWRA","0600","2000","TRUE","TRUE"
1933,"Uniting Home Care Nepean"," SPRINGWOOD 2777 NSW","NSW",2777,"SPRINGWOOD","0700","1900","TRUE","TRUE"
1937,"Australian Unity Home Care Service - Cowra"," COWRA 2794 NSW","NSW",2794,"COWRA","0600","2000","TRUE","TRUE"
1938,"Mutkin Residential & Community Aged Care Home Care Packages"," YARRABAH 4871 QLD","QLD",4871,"YARRABAH",NaN,NaN,"TRUE","TRUE"
1939,"Mala'la Aged Care and Community Services"," Maningrida 822 NT","NT",822,"Maningrida",NaN,NaN,"TRUE","TRUE"
1940,"Calvary Community Care Hunter"," LAMBTON 2299 NSW","NSW",2299,"LAMBTON",NaN,NaN,"TRUE","TRUE"
1941,"Freedom Aged Care Tanah Merah"," Slacks Creek 4127 QLD","QLD",4127,"Slacks Creek","0500","2030","TRUE","TRUE"
1943,"HammondCare At Home - South Coast"," BATEMANS BAY 2536 NSW","NSW",2536,"BATEMANS BAY","0700","1900","TRUE","TRUE"
1944,"Australian Unity Home Care Service - Wentworth"," Dareton 2717 NSW","NSW",2717,"Dareton","0600","2000","TRUE","TRUE"
1945,"Prompt Care Adelaide"," NORWOOD 5067 SA","SA",5067,"NORWOOD","0900","1700","TRUE","TRUE"
1946,"Baptcare Home Help Southern Tasmania"," HOBART 7000 TAS","TAS",7000,"HOBART","0800","1800","TRUE","TRUE"
1947,"Uniting Home Care Sydney Metro"," LILYFIELD 2040 NSW","NSW",2040,"LILYFIELD","0700","1900","TRUE","TRUE"
1948,"Benevolent Society - Home Support - Sydney Inner West"," HURSTVILLE 2220 NSW","NSW",2220,"HURSTVILLE","0700","1800","TRUE","TRUE"
1950,"Relative Care Home Support Services"," WOY WOY 2256 NSW","NSW",2256,"WOY WOY","0600","2030","TRUE","TRUE"
1954,"Australian Unity Home Care Service - Eurobodalla"," MORUYA 2537 NSW","NSW",2537,"MORUYA","0600","2000","TRUE","TRUE"
1955,"HenderCare (VIC Metropolitan South)"," SOUTHBANK 3006 VIC","VIC",3006,"SOUTHBANK","0500","2030","TRUE","TRUE"
1956,"ComLink Mackay - Packages"," BIRTINYA 4575 QLD","QLD",4575,"BIRTINYA",NaN,NaN,"TRUE","TRUE"
1959,"St Mary’s Aged Care – Home Service"," PELICAN WATERS 4551 QLD","QLD",4551,"PELICAN WATERS",NaN,NaN,"TRUE","TRUE"
1960,"Enrich Living Services NSW (formerly St Ives HomeCare) - 1300 20 20 03"," CASTLE HILL 2154 NSW","NSW",2154,"CASTLE HILL","0600","2030","TRUE","TRUE"
1961,"QLD - KinCare - West Moreton Region"," MAROOCHYDORE 4558 QLD","QLD",4558,"MAROOCHYDORE","0600","2000","TRUE","TRUE"
1963,"James Brown Memorial Trust - Kalyra Communities - Hills, Murray Bridge, Fleurieu, Mount Barker"," MURRAY BRIDGE 5253 SA","SA",5253,"MURRAY BRIDGE","0830","1700","TRUE","TRUE"
1969,"HenderCare (WA Metropolitan South East)"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH","0500","2030","TRUE","TRUE"
1973,"GoCo Narrabri"," NARRABRI 2390 NSW","NSW",2390,"NARRABRI",NaN,NaN,"TRUE","TRUE"
1975,"ComLink Wide Bay - Packages"," SVENSSON HEIGHTS 4670 QLD","QLD",4670,"SVENSSON HEIGHTS","0600","1800","TRUE","TRUE"
1979,"New NSW Home Care Package Recipients"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1800","TRUE","TRUE"
1981,"Uniting Home Care Mid North Coast"," Nambucca Heads 2448 NSW","NSW",2448,"Nambucca Heads","0700","1900","TRUE","TRUE"
1982,"Ozcare - Miriam Vale"," MIRIAM VALE 4677 QLD","QLD",4677,"MIRIAM VALE","0600","1800","TRUE","TRUE"
1984,"annecto - Northern VIC"," COBURG 3058 VIC","VIC",3058,"COBURG","0900","1700","TRUE","TRUE"
1986,"integratedliving Australia- Hunter"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
1989,"Carinity Home Care"," GAYTHORNE 4051 QLD","QLD",4051,"GAYTHORNE","0700","1800","TRUE","TRUE"
1992,"Star Of The Sea Community Care"," WALLAROO 5556 SA","SA",5556,"WALLAROO","0700","1800","TRUE","TRUE"
1993,"Rumbalara HCP - Southern Riverina Murray and Southern Orana Far West"," JERILDERIE 2716 NSW","NSW",2716,"JERILDERIE",NaN,NaN,"TRUE","TRUE"
1994,"Cabanda Community Aged Care Packages"," ROSEWOOD 4340 QLD","QLD",4340,"ROSEWOOD","0700","2000","TRUE","TRUE"
1995,"Candice Care Inc. TAS"," KINGS BEACH 4551 QLD","QLD",4551,"KINGS BEACH",NaN,NaN,"TRUE","TRUE"
1996,"Nambucca Valley Care Limited"," NAMBUCCA HEADS 2448 NSW","NSW",2448,"NAMBUCCA HEADS",NaN,NaN,"TRUE","TRUE"
1997,"Feros Care Home Care Packages - South West Sydney NSW"," SYDNEY 2000 NSW","NSW",2000,"SYDNEY","0600","2030","TRUE","TRUE"
2000,"Hills Nursing - Western"," CASTLE HILL 2154 NSW","NSW",2154,"CASTLE HILL","0600","2030","TRUE","TRUE"
2001,"Anthem"," BOWRAL 2576 NSW","NSW",2576,"BOWRAL",NaN,NaN,"TRUE","TRUE"
2002,"Ozcare - Mount Perry"," MOUNT PERRY 4671 QLD","QLD",4671,"MOUNT PERRY","0600","1800","TRUE","TRUE"
2004,"Feros Care Home Care Packages - Inner West NSW"," SYDNEY 2000 NSW","NSW",2000,"SYDNEY","0630","2030","TRUE","TRUE"
2005,"BaptistCare - Hunter"," MORISSET 2264 NSW","NSW",2264,"MORISSET","0630","2030","TRUE","TRUE"
2008,"Western Sydney Home Care"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0830","1800","TRUE","TRUE"
2011,"CPE Group - Caring for People Everyday (Perth Metropolitan Services)"," PERTH 6000 WA","WA",6000,"PERTH","0500","2030","TRUE","TRUE"
2012,"Emmerton Park"," SMITHTON 7330 TAS","TAS",7330,"SMITHTON","0830","1530","TRUE","TRUE"
2014,"Excelcare Australia  - Gladstone"," GLADSTONE CENTRAL 4680 QLD","QLD",4680,"GLADSTONE CENTRAL",NaN,NaN,"TRUE","TRUE"
2015,"ACCA- Chinese Home Care Package Southeast Sydney"," SURRY HILLS 2010 NSW","NSW",2010,"SURRY HILLS","0700","1800","TRUE","TRUE"
2016,"CarePilot (Inner West) call us on 1300 108 481"," RANDWICK 2031 NSW","NSW",2031,"RANDWICK","0600","2030","TRUE","TRUE"
2019,"Bundaleer Care Services Community Care Program"," WAUCHOPE 2446 NSW","NSW",2446,"WAUCHOPE",NaN,NaN,"TRUE","TRUE"
2020,"Diversicare - Darling Downs/South West"," TOOWOOMBA 4350 QLD","QLD",4350,"TOOWOOMBA","0600","2000","TRUE","TRUE"
2021,"Home Care Assistance North Coast NSW"," YAMBA 2464 NSW","NSW",2464,"YAMBA","0500","2030","TRUE","TRUE"
2022,"Baralaba Community Aged Care Association"," BARALABA 4702 QLD","QLD",4702,"BARALABA",NaN,NaN,"TRUE","TRUE"
2023,"Alzheimers Qld - HCP Logan River Valley"," UPPER MOUNT GRAVATT 4122 QLD","QLD",4122,"UPPER MOUNT GRAVATT","0600","2030","TRUE","TRUE"
2024,"CCNB Home Care Packages self managing"," FRENCHS FOREST 2086 NSW","NSW",2086,"FRENCHS FOREST",NaN,NaN,"TRUE","TRUE"
2026,"Freedom Aged Care Albany Creek"," NEWSTEAD 4006 QLD","QLD",4006,"NEWSTEAD","0500","2030","TRUE","TRUE"
2027,"Jymbilung House Aged And Disabled Care Services"," BEAUDESERT 4285 QLD","QLD",4285,"BEAUDESERT",NaN,NaN,"TRUE","TRUE"
2028,"Tablelands Community Support"," URALLA 2358 NSW","NSW",2358,"URALLA","0700","1900","TRUE","TRUE"
2029,"Southern Cross Care - Home Care - Hunter"," MERRYLANDS WEST 2160 NSW","NSW",2160,"MERRYLANDS WEST","0600","2030","TRUE","TRUE"
2030,"Home at Heart Pty Ltd (Riverina)"," WAGGA WAGGA 2650 NSW","NSW",2650,"WAGGA WAGGA","0700","2000","TRUE","TRUE"
2031,"Sue Mann Nursing & Community Care (CC) - 1300 241 300"," ERINA 2250 NSW","NSW",2250,"ERINA","0700","1800","TRUE","TRUE"
2033,"Southern Cross Care Community Services -  Barwon"," GEELONG 3220 VIC","VIC",3220,"GEELONG","0700","1900","TRUE","TRUE"
2034,"Freedom Aged Care Cleveland Gardens"," Ormiston 4160 QLD","QLD",4160,"Ormiston","0500","2030","TRUE","TRUE"
2035,"UPA Kennett Home Care Service"," STANWELL PARK 2508 NSW","NSW",2508,"STANWELL PARK","0700","1900","TRUE","TRUE"
2037,"1300 108 481- call CarePilot (North)"," RANDWICK 2031 NSW","NSW",2031,"RANDWICK","0600","2030","TRUE","TRUE"
2040,"The Care List - 1300 939 458 QLD"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0830","1800","TRUE","TRUE"
2041,"Lifebridge Australia Ltd - HCP"," KINGSCLIFF 2487 NSW","NSW",2487,"KINGSCLIFF","0600","1800","TRUE","TRUE"
2042,"Godrich Health Care"," MOUNT CLAREMONT 6010 WA","WA",6010,"MOUNT CLAREMONT","0500","2030","TRUE","TRUE"
2043,"YNA Your Nursing Agency NSW"," Bondi Junction 2202 NSW","NSW",2202,"Bondi Junction","0500","1800","TRUE","TRUE"
2044,"Uniting Home Care Riverina"," GLENFIELD PARK 2650 NSW","NSW",2650,"GLENFIELD PARK","0700","1900","TRUE","TRUE"
2045,"City of Swan Community Care Services"," MIDLAND 6056 WA","WA",6056,"MIDLAND","0730","1800","TRUE","TRUE"
2047,"integratedliving - Mid North Coast Taree"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
2048,"Southern Cross Care - Home Care - South East Sydney"," MERRYLANDS WEST 2160 NSW","NSW",2160,"MERRYLANDS WEST","0600","2030","TRUE","TRUE"
2050,"At Your Service Home Care"," SUNSHINE NORTH 3020 VIC","VIC",3020,"SUNSHINE NORTH",NaN,NaN,"TRUE","TRUE"
2052,"RSL Care Rockhampton - Bolton Clarke"," ROCKHAMPTON CITY 4700 QLD","QLD",4700,"ROCKHAMPTON CITY","0500","2030","TRUE","TRUE"
2054,"ECH Home Services North/East SA"," GREENACRES 5086 SA","SA",5086,"GREENACRES","0500","2030","TRUE","TRUE"
2055,"Diversicare - West Moreton"," WEST END 4101 QLD","QLD",4101,"WEST END",NaN,NaN,"TRUE","TRUE"
2056,"WA - KinCare - South West"," VICTORIA PARK 6100 WA","WA",6100,"VICTORIA PARK","0600","2000","TRUE","TRUE"
2057,"Baldwin Living HomeServe (Vaucluse)"," SOUTH HOBART 7004 TAS","TAS",7004,"SOUTH HOBART","0900","1700","TRUE","TRUE"
2060,"Orbost Regional Health - Home Care Packages"," ORBOST 3888 VIC","VIC",3888,"ORBOST",NaN,NaN,"TRUE","TRUE"
2061,"Ozcare - Malanda"," MALANDA 4885 QLD","QLD",4885,"MALANDA","0600","1800","TRUE","TRUE"
2062,"Just Better Care Townsville"," NORTH WARD 4810 QLD","QLD",4810,"NORTH WARD","0600","2000","TRUE","TRUE"
2063,"Liberty Community Connect"," NERANG 4211 QLD","QLD",4211,"NERANG","0800","2000","TRUE","TRUE"
2065,"Platinum Healthcare - Perth Metro"," SOUTH PERTH 6151 WA","WA",6151,"SOUTH PERTH","0500","2030","TRUE","TRUE"
2066,"Anglicare At Home - South Coast"," PORT KEMBLA 2505 NSW","NSW",2505,"PORT KEMBLA","0600","2000","TRUE","TRUE"
2069,"Simply Helping Home Care Packages"," HORSHAM 3400 VIC","VIC",3400,"HORSHAM",NaN,NaN,"TRUE","TRUE"
2071,"Home Care Packages 1 to 4 - Victoria"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1830","TRUE","TRUE"
2075,"Presbyterian Care Home Care Services - South"," WARRANE 7018 TAS","TAS",7018,"WARRANE","0600","2030","TRUE","TRUE"
2076,"Holdsworth Community Home Care Packages"," Woollahra 2025 NSW","NSW",2025,"Woollahra","0500","2030","TRUE","TRUE"
2077,"Vasey RSL Care Home Care (West)"," HAWTHORN 3122 VIC","VIC",3122,"HAWTHORN","0800","1800","TRUE","TRUE"
2078,"Focus Care Solutions - Illawarra & Shoalhaven"," BURWOOD 2134 NSW","NSW",2134,"BURWOOD","0830","1730","TRUE","TRUE"
2079,"Dhauward-Wurrung Elderly And Community Health Service"," PORTLAND 3305 VIC","VIC",3305,"PORTLAND","0830","1630","TRUE","TRUE"
2080,"Bland Community Care Services"," WEST WYALONG 2671 NSW","NSW",2671,"WEST WYALONG",NaN,NaN,"TRUE","TRUE"
2084,"Aged Care Plus Home & Community Care, The Salvation Army - Home Care Packages, Sydney"," ARNCLIFFE 2205 NSW","NSW",2205,"ARNCLIFFE","0600","2030","TRUE","TRUE"
2085,"St John's Community Care Innisfail"," Innisfail 4860 QLD","QLD",4860,"Innisfail",NaN,NaN,"TRUE","TRUE"
2086,"Gumba - Cairns & District Home Care"," Bungalow 4870 QLD","QLD",4870,"Bungalow",NaN,NaN,"TRUE","TRUE"
2087,"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Southern Metropolitan"," MOUNT WAVERLEY 3149 VIC","VIC",3149,"MOUNT WAVERLEY","0830","1700","TRUE","TRUE"
2088,"Catholic Homes Inc Home Care - North Metro"," BURSWOOD 6100 WA","WA",6100,"BURSWOOD",NaN,NaN,"TRUE","TRUE"
2089,"Mapoon HACC Service"," MAPOON 4874 QLD","QLD",4874,"MAPOON",NaN,NaN,"TRUE","TRUE"
2091,"Benevolent Society - Home Support - New England"," TAMWORTH 2340 NSW","NSW",2340,"TAMWORTH","0700","1800","TRUE","TRUE"
2095,"Churches Of Christ Care Community Care Gold Coast"," Southport 4215 QLD","QLD",4215,"Southport","0630","2030","TRUE","TRUE"
2096,"Melville Cares HCP"," PALMYRA 6157 WA","WA",6157,"PALMYRA","0700","2000","TRUE","TRUE"
2097,"Focal Community Services, Lockyer Valley"," NORTH IPSWICH 4305 QLD","QLD",4305,"NORTH IPSWICH",NaN,NaN,"TRUE","TRUE"
2100,"HenderCare (SA Metropolitan South)"," ADELAIDE 5000 SA","SA",5000,"ADELAIDE","0500","2030","TRUE","TRUE"
2101,"Interchange Australia Home Care Packages"," BOWRAL 2576 NSW","NSW",2576,"BOWRAL",NaN,NaN,"TRUE","TRUE"
2102,"Envigor Logan"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE","0600","2000","TRUE","TRUE"
2104,"Churches Of Christ Community Care Blackall"," BLACKALL 4472 QLD","QLD",4472,"BLACKALL","0630","2030","TRUE","TRUE"
2106,"EACH NSW Home Care Packages - South West Sydney"," CAMPBELLTOWN 2560 NSW","NSW",2560,"CAMPBELLTOWN","0700","1900","TRUE","TRUE"
2107,"Focused Health Care Pty Ltd - West Moreton"," BRACKEN RIDGE 4017 QLD","QLD",4017,"BRACKEN RIDGE","0500","2030","TRUE","TRUE"
2112,"Star Health St Kilda"," ST KILDA 3182 VIC","VIC",3182,"ST KILDA","0800","1730","TRUE","TRUE"
2113,"CDRC Home Care Packages"," THE GAP 870 NT","NT",870,"THE GAP",NaN,NaN,"TRUE","TRUE"
2115,"Accommodation and Care Solutions - NSW"," SURRY HILLS 2010 NSW","NSW",2010,"SURRY HILLS","0700","2030","TRUE","FALSE"
2116,"PAWA Community Care Home Care Packages"," Ashfield 2131 NSW","NSW",2131,"Ashfield",NaN,NaN,"TRUE","TRUE"
2117,"integratedliving - Upper Hunter"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
2119,"ParaMedical Centre Nurses Rehabilitation and Day Centre(Tahmoor)"," TAHMOOR 2573 NSW","NSW",2573,"TAHMOOR","0500","2030","TRUE","TRUE"
2120,"Catholic Healthcare Community Services South Coast (formerly Catholic Community Services)"," FORTITUDE VALLEY 4006 QLD","QLD",4006,"FORTITUDE VALLEY","0600","1900","TRUE","TRUE"
2121,"Catholic Homes Inc Home Care - South East Metro"," BURSWOOD 6100 WA","WA",6100,"BURSWOOD",NaN,NaN,"TRUE","TRUE"
2122,"TAS - KinCare - North West Tasmania"," HOBART 7000 TAS","TAS",7000,"HOBART","0600","2000","TRUE","TRUE"
2123,"Your Care. Your Way"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1800","TRUE","TRUE"
2125,"Uniting Healthy Living for Seniors Central West"," ORANGE 2800 NSW","NSW",2800,"ORANGE","0900","1700","TRUE","TRUE"
2127,"Mercy Services"," WEST WALLSEND 2286 NSW","NSW",2286,"WEST WALLSEND","0700","2000","TRUE","TRUE"
2128,"Banksia Community Care"," Broulee 2537 NSW","NSW",2537,"Broulee","0800","1630","TRUE","TRUE"
2130,"integratedliving - Northern QLD Townsville"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
2131,"FSG Home Care Gold Coast"," SOUTHPORT 4215 QLD","QLD",4215,"SOUTHPORT","0800","1800","TRUE","TRUE"
2132,"Ballarat Health Services (Linkages/Ballarat Aged Care) Home Care Packages"," BALLARAT 3350 VIC","VIC",3350,"BALLARAT",NaN,NaN,"TRUE","TRUE"
2134,"Cootharinga Home Care"," Currajong 4812 QLD","QLD",4812,"Currajong","0600","2030","TRUE","TRUE"
2135,"St Hedwig HCP Service"," BLACKTOWN 2148 NSW","NSW",2148,"BLACKTOWN",NaN,NaN,"TRUE","TRUE"
2137,"VIC - KinCare - Western Melbourne"," NOTTING HILL 3168 VIC","VIC",3168,"NOTTING HILL","0600","2000","TRUE","TRUE"
2138,"Care Forward - North West"," Devonport 7310 TAS","TAS",7310,"Devonport","0830","1630","TRUE","TRUE"
2139,"Gippsland & East Gippsland Aboriginal Co-Operative Ltd"," Bairnsdale 3875 VIC","VIC",3875,"Bairnsdale",NaN,NaN,"TRUE","TRUE"
2141,"Esperance Home Care"," ESPERANCE 6450 WA","WA",6450,"ESPERANCE","0700","1900","TRUE","TRUE"
2143,"Greek Welfare Centre - GWC Community Services NSW: HCP Hunter"," HAMILTON 2303 NSW","NSW",2303,"HAMILTON",NaN,NaN,"TRUE","TRUE"
2145,"Australian Vietnamese Women's Association - HCP Southern"," SPRINGVALE 3171 VIC","VIC",3171,"SPRINGVALE",NaN,NaN,"TRUE","TRUE"
2148,"Benevolent Society - Home Support -Northern Sydney"," WARRIEWOOD 2102 NSW","NSW",2102,"WARRIEWOOD","0700","1800","TRUE","TRUE"
2150,"Country Health Connect - Northern Yorke Peninsula Community Health Service"," WALLAROO 5556 SA","SA",5556,"WALLAROO","0830","1730","TRUE","TRUE"
2151,"Country Health Connect - Flinders & Upper North Home Care Packages"," PORT AUGUSTA 5700 SA","SA",5700,"PORT AUGUSTA",NaN,NaN,"TRUE","TRUE"
2156,"The Care List - 1300 939 458 Newcastle"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1730","TRUE","TRUE"
2159,"Aveo Durack Home Care"," Durack 4077 QLD","QLD",4077,"Durack",NaN,NaN,"TRUE","TRUE"
2160,"Dubbo Area Nursing Service"," DUBBO 2830 NSW","NSW",2830,"DUBBO","0500","2030","TRUE","TRUE"
