"","id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","lat","lng"
"1091",1091,"Australian Unity Home Care Service LiverpoolBerrima","5-7 LITHGOW Street, CAMPBELLTOWN, 2560, NSW","NSW",2560,"CAMPBELLTOWN","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services","customercare@australianunity.com.au","+611300160170",TRUE,-34.0680087,150.8142021
"1092",1092,"Australian Unity Home Care Service Lithgow","1 PADLEY Street, LITHGOW, 2790, NSW","NSW",2790,"LITHGOW","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-33.4804703,150.1556114
"1093",1093,"Baldwin Living HomeServe","4-10 BRIDGE Street, PYMBLE, 2073, NSW","NSW",2073,"PYMBLE","09:00","16:30",TRUE,TRUE,"FALSE","reablement","FALSE","FALSE","FALSE","http://www.baldwincaregroup.com.au","rboucher@baldwincare.com.au","+610362215481",TRUE,-33.7500607,151.1455158
"1094",1094,"Amana Living Home Care Package Metro North","416 Stirling Highway, COTTESLOE, 6011, WA","WA",6011,"COTTESLOE","07:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.amanaliving.com.au","info@amanaliving.com.au","+611300262626",TRUE,-31.9929615,115.7673199
"1095",1095,"Country Health Connect Mid North Community Health Service","50 GERTRUDE Street, PORT PIRIE, 5540, SA","SA",5540,"PORT PIRIE","08:30","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","chsaptpiriecahsreception@health.sa.gov.au","+610886381100",TRUE,-33.1767423,138.0064083
"1096",1096,"Country Health Connect Inner North Home Care Packages","21 Hutchinson Road, GAWLER EAST, 5118, SA","SA",5118,"GAWLER EAST","08:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","countryhealthconnect@sa.gov.au","+611800944912",TRUE,-34.5937987,138.7549963
"1097",1097,"Burringilly Aged Care Services","3 DAMALIS Street, WOODRIDGE, 4114, QLD","QLD",4114,"WOODRIDGE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","","+610732084785",TRUE,-27.6229263,153.1027717
"1098",1098,"Tabeel H","27 AMBROSE Street, LAIDLEY, 4341, QLD","QLD",4341,"LAIDLEY","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.lutheranservices.org.au/aged-care/our-locations/tabeel-at-laidley/","judith.bannerman@lutheranservices.org.au","+610754668300",TRUE,-27.6306556,152.3956135
"1099",1099,"Lajamanu Aged and Disability Services","364 Japangardi Street, LAJAMANU, 852, NT","NT",852,"LAJAMANU","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://centraldesert.nt.gov.au/","agedcare.alicesprings@centraldesert.nt.gov.au","+610889589500",TRUE,-19.4914108,132.5509603
"1100",1100,"Enrich Living Services formerly St Ives Home Care","55 BURKITT Street, PAGE, 2614, ACT","ACT",2614,"PAGE","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","homecare-act@stiveshomecare.com.au","+611300202003",TRUE,-35.2360245,149.0555097
"1101",1101,"Holdsworth Community Packages","64 HOLDSWORTH Street, WOOLLAHRA, 2025, NSW","NSW",2025,"WOOLLAHRA","07:00","20:30",TRUE,TRUE,"dementia","reablement","FALSE","FALSE","mental","http://www.holdsworth.org.au","wendy.francis@holdsworth.org.au","+610412853200",TRUE,-33.8865815,151.2377008
"1102",1102,"annecto Mid North Coast ","37-47 Street JOHNS Road, GLEBE, 2037, NSW","NSW",2037,"GLEBE","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.annecto.org.au","sydney@annecto.org.au","+610280470909",TRUE,-33.8797962,151.1894506
"1103",1103,"Gunbalanya Community Care","Lot439 Mahogany Street, GUNBALANYA, 822, NT","NT",822,"GUNBALANYA","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","sue.austin@westarn.nt.gov.au","+610889790170",TRUE,-12.3255375,133.0550335
"1104",1104,"Benetas Home Care Southern","389 ALMA Road, CAULFIELD NORTH, 3161, VIC","VIC",3161,"CAULFIELD NORTH","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.benetas.com.au/homecare","michelle.tregillis@benetas.com.au","+611300236382",TRUE,-37.865772,145.02321
"1105",1105,"Andrew Kerr Care Ltd Home Care Packages","67-69 Tanti Avenue, MORNINGTON, 3931, VIC","VIC",3931,"MORNINGTON","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.andrewkerr.com.au","richard@andrewkerr.com.au","+610359756334",TRUE,-38.2197732,145.0445138
"1106",1106,"Uniting Home Care Far West","265 OXIDE Street, BROKEN HILL, 2880, NSW","NSW",2880,"BROKEN HILL","07:00","19:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","https://https://uniting.org/services/aged-care/help-at-home","ask@uniting.org","+611800864846",TRUE,-31.948654,141.460317
"1107",1107,"Peninsula Health Home Care Packages","62 TANTI Avenue, MORNINGTON, 3931, VIC","VIC",3931,"MORNINGTON","NaN","NaN",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://peninsulahealth.org.au/","","+611300665781",TRUE,-38.2207767,145.044878
"1108",1108,"Australian Unity Home Care Service Aboriginal Home Care Campbelltown Warrambucca","7 LITHGOW Street, CAMPBELLTOWN, 2560, NSW","NSW",2560,"CAMPBELLTOWN","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","https://www.australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-34.0678348,150.8142501
"1109",1109,"Merimbula Home Nursing Service","33 Beach Street, MERIMBULA, 2548, NSW","NSW",2548,"MERIMBULA","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.homenursingservice.com.au","mhns@mhns.net.au","+610264953939",TRUE,-36.8880949,149.9117903
"1110",1110,"Care Options Ray Street","20 RAY Street, ROCKINGHAM, 6168, WA","WA",6168,"ROCKINGHAM","06:00","20:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://http://careoptions.org.au/centres/ray-street-day-centre/","info@careoptions.org.au","+610895507888",TRUE,-32.27906,115.73289
"1111",1111,"Churches of Christ Care Community Care Brisbane South","161 DAWSON Parade, KEPERRA, 4054, QLD","QLD",4054,"KEPERRA","06:30","20:30",TRUE,TRUE,"FALSE","reablement","FALSE","FALSE","FALSE","http://www.cofc.com.au/homecare/help-in-3-steps-its-that-easy","cacbusinesssupport@cofcqld.com.au","+610738507900",TRUE,-27.403442,152.9619966
"1112",1112,"GoCo Gunnedah","80 MARQUIS Street, GUNNEDAH, 2380, NSW","NSW",2380,"GUNNEDAH","08:30","17:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.gococare.com.au","chsp@infogunnedah.com.au","+610267402240",TRUE,-30.9788567,150.2521932
"1113",1113,"Envigor Kallangur Seasons","1321 Anzac Avenue, KALLANGUR, 4503, QLD","QLD",4503,"KALLANGUR","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","kallen@envigor.com.au","+610732856899",TRUE,-27.2521572,152.9873382
"1114",1114,"KinCare Southern Highlands","17 NAPIER Close, DEAKIN, 2600, ACT","ACT",2600,"DEAKIN","06:00","20:00",TRUE,TRUE,"dementia","FALSE","FALSE","FALSE","FALSE","https://www.kincare.com.au","mail@kincare.com.au","+611300733510",TRUE,-35.3217013,149.0965299
"1115",1115,"Better Living Homecare ","1-27 BEST Street, DEVONPORT, 7310, TAS","TAS",7310,"DEVONPORT","08:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.betterlivinghomecare.com.au","admin@betterlivinghc.com.au","+611300307344",TRUE,-41.1788653,146.3624603
"1116",1116,"Suncare Community Services Gympie","21 NASH Street, GYMPIE, 4570, QLD","QLD",4570,"GYMPIE","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","https://www.suncare.org.au","info@suncare.org.au","+611800786227",TRUE,-26.1886957,152.6623623
"1117",1117,"Social Centre Bethanie Eaton","111 Eaton Drive, EATON, 6232, WA","WA",6232,"EATON","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.bethanie.com.au","info@bethanie.com.au","+61131151",TRUE,-33.3156924,115.7231628
"1118",1118,"ComLink Cabool Packages","18 Flinders Street, NORTHLAKES, 4509, QLD","QLD",4509,"NORTHLAKES","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.comlink.org.au","jay.richters@comlink.org.au","+610437623032",TRUE,-27.2286881,153.0035826
"1119",1119,"The Whiddon Group Community Care South East ","14 BROOKLANDS Drive, BEAUDESERT, 4285, QLD","QLD",4285,"BEAUDESERT","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","https://http://www.whiddon.com.au/","customerrelationsteam@whiddon.com.au","+611300738388",TRUE,-27.9952812,153.0204008
"1120",1120,"Brightwater At Home South East Metro","1 COUNCIL Avenue, ROCKINGHAM, 6168, WA","WA",6168,"ROCKINGHAM","06:00","20:30",TRUE,TRUE,"dementia","reablement","FALSE","FALSE","FALSE","http://www.brightwatergroup.com/athome","athomeservices@brightwatergroup.com","+611300223968",TRUE,-32.289341,115.7475343
"1121",1121,"Inhome Care ","147 CURRIE Street, ADELAIDE, 5000, SA","SA",5000,"ADELAIDE","06:00","20:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.ihcsa.com.au","andrew@ihcsa.com.au","+610872005432",TRUE,-34.9248751,138.5924051
"1122",1122,"Home Care Assistance North West Sydney","17 ALICIA Street, GLENWOOD, 2768, NSW","NSW",2768,"GLENWOOD","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.homecareassistancenorthwestsydney.com.au","kbala@homecareassistance.com","+610290511000",TRUE,-33.7328458,150.9235301
"1123",1123,"Pine creek Community Aged Care and Disability Service","14 KATHERINE Terrace, KATHERINE SOUTH, 850, NT","NT",850,"KATHERINE SOUTH","08:00","16:30",TRUE,FALSE,"dementia","reablement","FALSE","terminal","mental","","sharlene.lane@vicdaly.nt.gov.au","+6189720732",FALSE,-14.4665514,132.2641923
"1124",1124,"Warrigal At Home Queanbeyan ","111 Campbell Street, QUEANBEYAN, 2620, NSW","NSW",2620,"QUEANBEYAN","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.warrigal.com.au","customer.relations@warrigal.com.au","+611800927744",TRUE,-35.356065,149.2277275
"1125",1125,"CoOrdinated Support Services Wide Bay","3 TAKALVAN Street, BUNDABERG WEST, 4670, QLD","QLD",4670,"BUNDABERG WEST","08:30","16:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.coordinatedsupport.com.au","info@coordinatedsupport.com.au","+610741527404",TRUE,-24.8717376,152.3344688
"1126",1126,"St Vincents Care Services Eltham Region Day Therapy and Home Care","43 DIAMOND Street, ELTHAM, 3095, VIC","VIC",3095,"ELTHAM","06:30","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.svcs.org.au","svcs.info@svha.org.au","+611800778767",TRUE,-37.7102459,145.1476979
"1127",1127,"Carexcell Community Care Mid North Coast","1-3 HI-TECH Drive, TOORMINA, 2452, NSW","NSW",2452,"TOORMINA","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.carexcell.com.au","info@carexcell.com.au","+610266511649",TRUE,-30.3421382,153.0925016
"1128",1128,"Focused Care Metro East","95 HOOKSTONE Drive, LANDSDALE, 6065, WA","WA",6065,"LANDSDALE","08:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.focusedcare.com.au","info@focusedcare.com.au","+610893021737",TRUE,-31.8188668,115.8673062
"1129",1129,"Life Without Barriers Home Care Packages Program Katherine","17 FIRST Street, KATHERINE, 850, NT","NT",850,"KATHERINE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","agedcaredarwin@lwb.org.au","+610889836101",TRUE,-14.4637622,132.2640952
"1130",1130,"Goodwin Home Care Packages North","53 ABENA Avenue, CRACE, 2911, ACT","ACT",2911,"CRACE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","community@goodwin.org.au","+610261755011",TRUE,-35.2015813,149.1077123
"1131",1131,"HomeCare Australia Central Coast","6 PINE TREE Lane, TERRIGAL, 2260, NSW","NSW",2260,"TERRIGAL","08:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.homecareaustralia.com.au","gaynor@homecareaustralia.com.au","+611300769620",TRUE,-33.4484871,151.444847
"1132",1132,"Prompt Care Tasmania Southern","63 MAIN Road, MOONAH, 7009, TAS","TAS",7009,"MOONAH","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.promptcare.com.au","services@promptcare.com.au","+611800472273",TRUE,-42.8476318,147.2959122
"1133",1133,"BallyCara HomeCare Gold Coast","17 Edmund Rice Drive, SOUTHPORT, 4215, QLD","QLD",4215,"SOUTHPORT","06:00","18:00",TRUE,TRUE,"dementia","reablement","FALSE","FALSE","FALSE","http://www.ballycara.com","ethomas@ballycara.com","+611300272222",TRUE,-27.9740444,153.3846343
"1134",1134,"Life Choices Support Services Home Care Packages Level ","134 CHURCH Street, GLEN INNES, 2370, NSW","NSW",2370,"GLEN INNES","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","lcss@gisc.nsw.gov.au","+610267302435",TRUE,-29.740242,151.7371368
"1135",1135,"Parkside Home Care Packages Respite Programs","34 WELLINGTON Road, LINDISFARNE, 7015, TAS","TAS",7015,"LINDISFARNE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","alex.yong@parkside.org.au","+610362436044",TRUE,-42.8468257,147.3525427
"1136",1136,"Cobden District Health Services Home Care","5 VICTORIA Street, COBDEN, 3266, VIC","VIC",3266,"COBDEN","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.cobdenhealth.org.au","hcp@cobdenhealth.org.au","+610355953164",TRUE,-38.3326041,143.0761169
"1137",1137,"St Johns Community Care Coen","6 SHEPHARD Street, COEN, 4892, QLD","QLD",4892,"COEN","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.stjohnscommunitycare.org","sjccl@sjccl.org.au","+610740399700",TRUE,-13.9448307,143.1984716
"1138",1138,"Country Health Connect Adelaide Hills Home Care Packages","87 WELLINGTON Road, MOUNT BARKER, 5251, SA","SA",5251,"MOUNT BARKER","08:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.countryhealthconnect.sa.gov.au","countryhealthconnect@sa.gov.au","+6183931833",TRUE,-35.081596,138.8698456
"1139",1139,"Bethanie Community Care South West Metro","18 Olivenza Crescent, PORT KENNEDY, 6171, WA","WA",6171,"PORT KENNEDY","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.bethanie.com.au","info@bethanie.com.au","+61131151",TRUE,-32.3569199,115.7697953
"1140",1140,"CentacareCQ Mackay Region","35 MILTON Street, MACKAY, 4740, QLD","QLD",4740,"MACKAY","07:00","17:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.centacarecq.com","ccsintaketeam@centacare.net","+611300523985",TRUE,-21.1433854,149.1783268
"1141",1141,"Dungog District Neighbourcare Multi Service Outlet","62 Hospital Road, DUNGOG, 2420, NSW","NSW",2420,"DUNGOG","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","www.neighbourcare.org.au","cherylin@neighbourcare.org.au","+610249923348",TRUE,-32.4013793,151.7457781
"1142",1142,"Halo Care Services","5 KAREELAH Link, SOUTH MORANG, 3752, VIC","VIC",3752,"SOUTH MORANG","06:00","20:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.halocareservices.com.au","info@halocareservices.com.au","+610412170296",TRUE,-37.6338767,145.0906299
"1143",1143,"Golden Glow Nursing Alice Springs","65 BLOOMFIELD Street, GILLEN, 870, NT","NT",870,"GILLEN","08:00","16:30",TRUE,TRUE,"dementia","FALSE","respite","terminal","mental","http://www.goldenglownursing.com.au","jody@goldenglownursing.com.au","+610488113226",TRUE,-23.7123621,133.8701392
"1144",1144,"Positive Rehab Care Home Care Packages","14 ROSETTA Street, WEST CROYDON, 5008, SA","SA",5008,"WEST CROYDON","09:00","17:00",TRUE,FALSE,"FALSE","reablement","respite","terminal","FALSE","","admin@positiverehab.com.au","+610433202148",FALSE,-34.8924287,138.5560084
"1145",1145,"RELIABLE NURSING SERVICES","27-29 MARY Street, AUBURN, 2144, NSW","NSW",2144,"AUBURN","09:00","17:00",TRUE,FALSE,"dementia","reablement","respite","terminal","mental","https://www.reliablenursing.com.au","staff@reliablenursing.com.au","+611300728453",TRUE,-33.8512497,151.0296147
"1146",1146,"Presbyterian Aged Care Northern Sydney Home Care","28 LORD Street, ROSEVILLE, 2069, NSW","NSW",2069,"ROSEVILLE","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.pacnsw.org.au/","caresupport@pcnsw.org.au","+611800722679",TRUE,-33.7825045,151.180983
"1147",1147,"ECH Home Services South ","913 SOUTH Road, CLARENCE GARDENS, 5039, SA","SA",5039,"CLARENCE GARDENS","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.ech.asn.au","ask@ech.asn.au","+611300275324",TRUE,-34.9754653,138.5738835
"1148",1148,"Start Nursing ServicesHome Care Division NSW","20 LEXINGTON Drive, BELLA VISTA, 2153, NSW","NSW",2153,"BELLA VISTA","07:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","","+6188833207",TRUE,-33.7353596,150.9457739
"1149",1149,"Freedom Home Care","22-26 CAMERON Street, LAUNCESTON, 7250, TAS","TAS",7250,"LAUNCESTON","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.freedomtas.com.au","jkent@freedomtas.com.au","+611300480771",TRUE,-41.4339322,147.1405308
"1150",1150,"Guardian Network Victoria","1401 BURKE Road, KEW EAST, 3102, VIC","VIC",3102,"KEW EAST","07:30","19:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","care@guardian-network.com.au","+610398197200",TRUE,-37.7946197,145.0633277
"1151",1151,"BaptistCare Southern Highlands","179 Clinton Street, GOULBURN, 2580, NSW","NSW",2580,"GOULBURN","06:30","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","https://youchoose.org.au","customerengagement@baptistcare.org.au","+611300275227",TRUE,-34.7507037,149.7036799
"1152",1152,"Toosey Community Aged Care Packages","10 ARCHER Street, LONGFORD, 7301, TAS","TAS",7301,"LONGFORD","09:00","19:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://toosey.org.au","lauraine.stott@toosey.org.au","+610363911202",TRUE,-41.5930385,147.1195411
"1153",1153,"Home Instead Senior Care Upper North Shore","7 SEFTON Road, THORNLEIGH, 2120, NSW","NSW",2120,"THORNLEIGH","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","sue.mcgarry@homeinstead.com.au","+610299802226",TRUE,-33.7222491,151.0851614
"1154",1154,"Empower Care","1414 LOGAN Road, MOUNT GRAVATT, 4122, QLD","QLD",4122,"MOUNT GRAVATT","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://carersqueensland.com.au","adear@carersqld.com.au","+610737235017",TRUE,-27.536502,153.0781887
"1155",1155,"Home Care Assistance Brisbane North","1277 SANDGATE Road, NUNDAH, 4012, QLD","QLD",4012,"NUNDAH","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.homecareassistancebrisbanenorth.com.au","admin@homecareassistancebrisbanenorth.com.au","+610431726961",TRUE,-27.4015548,153.0598438
"1156",1156,"Northridge","44 HOLBERTON Street, ROCKVILLE, 4350, QLD","QLD",4350,"ROCKVILLE","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.lutheranservices.org.au/aged-care/our-locations/salem-northridge-salem-toowoomba/","bobbie-jo.woods@lutheranservices.org.au","+610746874800",TRUE,-27.5373903,151.937644
"1157",1157,"Autumn Lodge Butler Street","50 Butler Street, ARMIDALE, 2350, NSW","NSW",2350,"ARMIDALE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.autumnlodge.com.au","admin@autumnlodge.com.au","+610267727533",TRUE,-30.5038334,151.6583704
"1158",1158,"Home Care Assistance Sunshine Coast","9 BULCOCK Street, CALOUNDRA, 4551, QLD","QLD",4551,"CALOUNDRA","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.homecareassistancesunshinecoast.com.au","kmorton@homecareassistance.com","+610754916888",TRUE,-26.8046768,153.1349631
"1159",1159,"Uniting Healthy Living for Seniors Mid North Coast","7 SHERWOOD Road, PORT MACQUARIE, 2444, NSW","NSW",2444,"PORT MACQUARIE","07:00","19:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","https://https://uniting.org/services/aged-care/healthy-living","ask@uniting.org","+611800864846",TRUE,-31.4490609,152.8771555
"1160",1160,"Nyirripi Aged and Disability Services","25 Powerhouse Road, NYIRRIPI COMMUNITY, 872, NT","NT",872,"NYIRRIPI COMMUNITY","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://centraldesert.nt.gov.au/","agedcare.alicesprings@centraldesert.nt.gov.au","+610889589500",TRUE,-19.4914108,132.5509603
"1161",1161,"Australian Unity Home Care Service Glen Innes","285 GREY Street, GLEN INNES, 2370, NSW","NSW",2370,"GLEN INNES","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-29.7395967,151.7354014
"1162",1162,"Immanuel Gardens H","10 Magnetic Drive, BUDERIM, 4556, QLD","QLD",4556,"BUDERIM","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.lutheranservices.org.au/aged-care/our-locations/immanuel-gardens-at-buderim/","lauren.dearing@lutheranservices.org.au","+610754567600",TRUE,-26.6769348,153.081965
"1163",1163,"Warrigal At Home Southern Highlands","7 Street AUBYN Road, GOULBURN, 2580, NSW","NSW",2580,"GOULBURN","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.warrigal.com.au","customer.relations@warrigal.com.au","+611800927744",TRUE,-34.7311112,149.7107337
"1164",1164,"Freedom Aged Care Doncaster","130 KING Street, DONCASTER EAST, 3109, VIC","VIC",3109,"DONCASTER EAST","05:00","20:30",TRUE,TRUE,"dementia","reablement","FALSE","terminal","FALSE","","fhcs@aveo.com.au","+610459896855",TRUE,-37.7750565,145.1599179
"1165",1165,"Your Home Care","2 INNOVATION Parkway, BIRTINYA, 4575, QLD","QLD",4575,"BIRTINYA","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.yourhomecare.com.au","info@yourhomecare.com.au","+611300023321",TRUE,-26.7320398,153.1212509
"1166",1166,"Country Health Connect Southern Yorke Peninsula Community Health Service","9 SOUTH Terrace, MINLATON, 5575, SA","SA",5575,"MINLATON","08:30","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","health.chsasypcomhlth@sa.gov.au","+610888533500",TRUE,-34.7741167,137.5929153
"1167",1167,"Wahroonga H","1 Wahroonga Street, BILOELA, 4715, QLD","QLD",4715,"BILOELA","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.lutheranservices.org.au/aged-care/our-locations/wahroonga-at-biloela/","lorna.perrett@lutheranservices.org.au","+610749928300",TRUE,-24.40844,150.515825
"1168",1168,"Wendys Home Care","323 GEORGE Street, WINDSOR, 2756, NSW","NSW",2756,"WINDSOR","06:30","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.wendyshome.com.au","admin@wendyshome.com.au","+610245875999",TRUE,-33.6093757,150.8163517
"1169",1169,"Laynhapuy Homelands Aged Care","86 Galpu Road, YIRRKALA, 880, NT","NT",880,"YIRRKALA","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","aged_care@laynhapuy.com.au","+610889391800",TRUE,-12.253719,136.888914
"1170",1170,"Life Without Barriers Home Care Packages Program Alice Springs","18 WILKINSON Street, ALICE SPRINGS, 870, NT","NT",870,"ALICE SPRINGS","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","agedcarealicesprings@lwb.org.au","+610889556400",TRUE,-23.6988562,133.869337
"1171",1171,"Koo Wee Rup Regional Health Service District Nursing","235 ROSSITER Road, KOO WEE RUP, 3981, VIC","VIC",3981,"KOO WEE RUP","08:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.kooweeruphospital.net.au","rendalln@krhs.net.au","+610359979686",TRUE,-38.2007659,145.4846378
"1172",1172,"Tambo Multipurpose Centre","26 ARTHUR Street, TAMBO, 4478, QLD","QLD",4478,"TAMBO","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","mpcadmin@btrc.qld.gov.au","+610746216630
(00) 0000 0000",TRUE,-24.8833808,146.254376
"1173",1173,"RADCARE","14 MOORE Street, RAVENSHOE, 4888, QLD","QLD",4888,"RAVENSHOE","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://radcare.com.au","wecare@radcare.com.au","+610740977263",TRUE,-17.6095761,145.486477
"1174",1174,"Better Living Homecare South","1-3 DAVIES Avenue, MOUNT ELIZA, 3930, VIC","VIC",3930,"MOUNT ELIZA","05:00","20:30",TRUE,TRUE,"dementia","reablement","FALSE","terminal","FALSE","http://www.betterlivinghomecare.com.au","admin@betterlivinghc.com.au","+611300307344",TRUE,-38.1832012,145.0910869
"1175",1175,"Luminise Care Solutions The Henley","70 MARINE Parade, SOUTHPORT, 4215, QLD","QLD",4215,"SOUTHPORT","05:00","20:30",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","belinda.kiakpe@luminise.com.au","+611300138065",TRUE,-27.9643827,153.4143636
"1176",1176,"Australian Unity Home Care Service Bathurst","55 Seymore Street, BATHURST, 2795, NSW","NSW",2795,"BATHURST","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-33.4221188,149.581733
"1177",1177,"AGED Rubies Nursing Care Paramatta","238 GEORGE Street, PARRAMATTA, 2150, NSW","NSW",2150,"PARRAMATTA","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","","+611300651649",TRUE,-33.8176776,151.0189819
