"OUTLET_NAME","HOURS_OPEN","HOURS_CLOSE","STATE"
"ComLink Logan - Packages","0600","1800","QLD"
"At Your Service Home Care",NaN,NaN,"VIC"
"Feros Care Home Care Packages - South Coast QLD","0600","2030","QLD"
"Multicultural Services Centre of Western Australia",NaN,NaN,"WA"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Feros Care Home Care Packages - Eastern Metro VIC","0600","2030","VIC"
"Feros Care Home Care Packages - South West Sydney NSW","0630","2030","NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Northern Metropolitan",NaN,NaN,"VIC"
"Uniting Home Care Clarence Valley","0700","1900","NSW"
"Australian Vietnamese Women's Association - HCP Eastern",NaN,NaN,"VIC"
"Our Lady of Consolation Home Care",NaN,NaN,"NSW"
"Finley Regional Care",NaN,NaN,"NSW"
"NSW - KinCare - South West Sydney","0600","2000","NSW"
"WA - KinCare - Perth North","0600","2000","WA"
"integratedliving - Far North Coast NSW","0600","2000","NSW"
"Life Care South","0900","1700","SA"
"Feros Care Home Care Packages - Inner West NSW","0630","2030","NSW"
"Adssi HomeLiving Australia","0700","1800","NSW"
"HammondCare At Home - Mudgee","0700","1900","NSW"
"Amana Living Home Care Package Metro South West","0700","2000","WA"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)","0600","1900","NSW"
"Umbrella South West Metro Services","0800","1700","WA"
"Acacia Living Group Midwest Home Care and Respite","0700","2000","WA"
"LiveBetter Community Services - Albury","0500","2030","NSW"
"St Carthages Community Care",NaN,NaN,"NSW"
"Diversicare - Cabool",NaN,NaN,"QLD"
"Zion Lutheran Home","0600","2000","QLD"
"Villa Maria Catholic Homes - Community Services – Home Care – Loddon Mallee",NaN,NaN,"VIC"
"Southern Cross Home Care South","0700","1900","TAS"
"1300791660 McLean Care Community Services Armidale","0600","1900","NSW"
"Rainbow The Multicultural Aged Care Program",NaN,NaN,"WA"
"The Care List - 1300 939 458 Nepean","0830","1800","NSW"
"Australian Unity Home Care Service - Newcastle","0600","2000","NSW"
"Creating Links","0630","2030","NSW"
"Ruscare Home Care","0730","2030","VIC"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Southern Cross Care - Home Care - Nepean","0600","2030","NSW"
"Our Lady of Consolation Home Care","0600","2030","NSW"
"Australian Unity Home Care Service - Liverpool/Berrima","0600","2000","NSW"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Gippsland","0830","1800","VIC"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Feros Care Home Care Packages - Mid North Coast NSW","0600","2030","NSW"
"Footprints Inc",NaN,NaN,"QLD"
"Australian Unity Home Care Service - Lithgow","0600","2000","NSW"
"Baldwin Living HomeServe","0900","1630","NSW"
"Amana Living Home Care Package Metro North","0700","2000","WA"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Country Health Connect - Mid North Community Health Service","0830","1730","SA"
"SA - KinCare - Mid North Region","0830","2000","SA"
"Take Control of Your Home Care Package","0800","1830","NSW"
"Tripoli And Mena Cacps",NaN,NaN,"NSW"
"Enrich Living Services Myaree (formerly St Ives Home Care) - 1300 20 20 03","0600","2030","WA"
"St Basil's Aged Care Services",NaN,NaN,"WA"
"Centacare Logan","0500","2030","QLD"
"Country Health Connect - Inner North Home Care Packages","0830","1700","SA"
"RDNS SA Home Care Package","0500","2030","SA"
"Sazem Disability & Aged care Services Pty Ltd Lakemba",NaN,NaN,"NSW"
"Burringilly Aged Care Services",NaN,NaN,"QLD"
"Tabeel H","0600","2000","QLD"
"Lajamanu Aged and Disability Services",NaN,NaN,"NT"
"Enrich Living Services (formerly St Ives Home Care)","0600","2030","ACT"
"Holdsworth Community Packages","0700","2030","NSW"
"1300 939 458 - Home Care Packages","0800","1830","NSW"
"Feros Care Home Care Packages - South West Sydney NSW","0600","2030","NSW"
"Ruscare Home Care",NaN,NaN,"VIC"
"annecto - Mid North Coast NSW","0900","1700","NSW"
"Abel Tasman Home Care - NEPEAN REGION",NaN,NaN,"NSW"
"1300791660 McLean Care Community Services Moree","0600","1900","NSW"
"Gunbalanya Community Care",NaN,NaN,"NT"
"Wintringham Community Housing and Support (Western)","0830","1700","VIC"
"Benetas Home Care Southern","0500","2030","VIC"
"Andrew Kerr Care Ltd Home Care Packages",NaN,NaN,"VIC"
"Feros Care Home Care Packages - Southern Tasmania","0600","2030","TAS"
"Uniting Home Care Far West","0700","1900","NSW"
"Peninsula Health Home Care Packages",NaN,NaN,"VIC"
"NSW - KinCare - Mid North Coast Region","0600","2000","NSW"
"Baptcare Home Help Western Metro",NaN,NaN,"VIC"
"Catholic Healthcare Community Services Inner West (formerly Catholic Community Services)","0600","1900","NSW"
"Australian Unity Home Care Service - Aboriginal Home Care - Campbelltown   - Warrambucca","0600","2000","NSW"
"Merimbula Home Nursing Service",NaN,NaN,"NSW"
"Southcare Inc.","0700","2030","WA"
"Burringilly Aged Care Services",NaN,NaN,"QLD"
"Clarence Estate Home Care","0700","2030","WA"
"Care Options Ray Street","0600","2030","WA"
"1300791660 McLean Care Gunnedah","0600","1900","NSW"
"Churches of Christ Care Community Care - Brisbane South","0630","2030","QLD"
"1300 939 458 - Newcastle Home Care Packages","0830","1800","NSW"
"Home Care Assistance North Coast and Northern Rivers",NaN,NaN,"NSW"
"1300 108 481 - call CarePilot (Inner West)","0600","2030","NSW"
"GoCo Gunnedah","0830","1700","NSW"
"EACH NSW Home Care Packages - Central Coast",NaN,NaN,"NSW"
"Suncare Community Services - Rockhampton","0600","2000","QLD"
"Envigor Kallangur Seasons","0600","2000","QLD"
"Great Care Dandenong Branch","0700","1700","VIC"
"HenderCare (WA South West Services)","0500","2030","WA"
"NSW - KinCare - Southern Highlands","0600","2000","ACT"
"Catholic Healthcare Community Services Mid North Coast (formerly Catholic Community Services)","0600","1900","NSW"
"Silver Chain","0500","2030","WA"
"Take Control of Your Home Care Package","0800","1830","NSW"
"Silver Chain","0500","2030","WA"
"Better Living Homecare TAS","0800","1700","TAS"
"Calvary Community Care Manning Taree","0500","2030","NSW"
"Suncare Community Services - Gympie","0600","2000","QLD"
"Uniting Healthy Living for Seniors Central Coast","0700","1900","NSW"
"Social Centre Bethanie Eaton","0500","2030","WA"
"ComLink Cabool - Packages","0600","1800","QLD"
"Southern Cross Care QLD Direct","0700","1900","QLD"
"annecto - Northern VIC","0900","1700","VIC"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Blue Care Proserpine Community Care","0600","1800","QLD"
"The Whiddon Group Community Care - South East Qld","0600","2030","QLD"
"The Care List - 1300 939 458 Nepean","0830","1800","NSW"
"Brightwater At Home - South East Metro","0600","2030","WA"
"Inhome Care SA","0600","2030","SA"
"Home Care Assistance North West Sydney","0500","2030","NSW"
"Pine creek Community Aged Care and Disability Service","0800","1630","NT"
"Warrigal At Home - Queanbeyan & ACT",NaN,NaN,"NSW"
"CoOrdinated Support Services Wide Bay","0830","1630","QLD"
"Silver Chain","0500","2030","WA"
"Focus Care Solutions - New England","0830","1730","NSW"
"Enrich Living Services QLD (formerly St Ives Home Care) - 1300 20 20 03","0600","2030","QLD"
"St Vincent's Care Services Eltham Region - Day Therapy and Home Care","0630","2030","VIC"
"Carexcell Community Care Mid North Coast","0600","2000","NSW"
"Focused Care Metro East","0800","2000","WA"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Catholic Healthcare Community Services Brisbane South (formerly Catholic Community Services)","0600","1900","QLD"
"Life Without Barriers Home Care Packages Program - Katherine",NaN,NaN,"NT"
"Goodwin Home Care Packages (North)",NaN,NaN,"ACT"
"Take Control of Your Home Care Package","0800","1830","NSW"
"HomeCare Australia Central Coast","0800","1700","NSW"
"Prompt Care Tasmania - Southern","0900","1700","TAS"
"BallyCara HomeCare Gold Coast","0600","1800","QLD"
"annecto - South & East VIC","0900","1700","VIC"
"Life Choices - Support Services Home Care Packages Level 1 - 4",NaN,NaN,"NSW"
"Parkside - Home Care Packages & Respite Programs",NaN,NaN,"TAS"
"Cobden District Health Services Home Care",NaN,NaN,"VIC"
"St John's Community Care Coen",NaN,NaN,"QLD"
"Greek PRONIA – Home Care Packages – Eastern Region",NaN,NaN,"VIC"
"SA - KinCare - Barossa Region","0600","2000","SA"
"St Luke's Home Care Packages",NaN,NaN,"NSW"
"EACH NSW Home Care Packages - Central Coast",NaN,NaN,"NSW"
"Country Health Connect - Adelaide Hills Home Care Packages","0830","1700","SA"
"Uniting Home Care Northern Sydney","0700","1900","NSW"
"Uniting Home Care South West Sydney","0700","1900","NSW"
"Bethanie Community Care - South West Metro","0500","2030","WA"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)",NaN,NaN,"NSW"
"Focused Health Care Pty Ltd - Gold Coast","0500","2030","QLD"
"CentacareCQ - Mackay Region","0700","1700","QLD"
"Dungog & District Neighbourcare Multi Service Outlet","0600","2000","NSW"
"Hills Nursing - Northern","0600","2030","NSW"
"Halo Care Services","0600","2030","VIC"
"Just Better Care Brisbane South","0500","2030","QLD"
"Golden Glow Nursing - Alice Springs","0800","1630","NT"
"Positive Rehab Care - Home Care Packages","0900","1700","SA"
"Cobden - Abbeyfield Rural Community Extended Aged Care",NaN,NaN,"VIC"
"RELIABLE NURSING SERVICES","0900","1700","NSW"
"Just Better Care Brisbane CBD North","0800","1700","QLD"
"Rembrandt Living Home Care Services 81980300","0800","1730","SA"
"Sue Mann Nursing & Community Care (Syd) - 1300 241 300","0700","1800","NSW"
"Presbyterian Aged Care - Northern Sydney Home Care","0600","2030","NSW"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Blue Care Cloncurry Community Care","0600","1800","QLD"
"Bankstown City Aged Care Home Based Services","0600","2030","NSW"
"Uniting Healthy Living for Seniors Far West","0900","1700","NSW"
"Greek Orthodox Community",NaN,NaN,"SA"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"ECH Home Services South SA","0500","2030","SA"
"integratedliving - Southern Tasmania","0600","2000","NSW"
"WA - KinCare - Perth East","0600","2000","WA"
"Start Nursing Services-Home Care Division (N.S.W.)","0700","2030","NSW"
"Uniting Home Care Far North Coast","0700","1900","NSW"
"Freedom Home Care","0600","2030","TAS"
"1300 108 481 - call CarePilot (South West)","0600","2030","NSW"
"Guardian Network Victoria","0730","1930","VIC"
"QLD - KinCare - Sunshine Coast","0600","2000","QLD"
"Uniting Healthy Living for Seniors Hunter","0700","1900","NSW"
"BaptistCare - Southern Highlands","0630","2030","NSW"
"1300791660 McLean Care Community Services Armidale","0600","1900","NSW"
"Feros Care Home Care Packages - Grampians","0600","2030","VIC"
"Just Better Care Eastern Suburbs",NaN,NaN,"NSW"
"Benevolent Society - Home Support - New England","0700","1800","NSW"
"Toosey Community Aged Care Packages","0900","1900","TAS"
"Benevolent Society - Home Support - Sydney South East","0700","1800","NSW"
"Catholic Healthcare Community Services Western Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Home Instead Senior Care Upper North Shore",NaN,NaN,"NSW"
"Empower Care","0500","2030","QLD"
"Home Care Assistance Brisbane North","0500","2030","QLD"
"Northridge","0600","2000","QLD"
"1300791660 McLean care Community Services - Tenterfield","0600","1900","NSW"
"Autumn Lodge Butler Street",NaN,NaN,"NSW"
"integratedliving - Hume","0600","2000","NSW"
"Home Care Assistance Sunshine Coast","0500","2030","QLD"
"Uniting Healthy Living for Seniors Mid North Coast","0700","1900","NSW"
"1300 108 481 - call CarePilot (South East)","0600","2030","NSW"
"Southern Plus: Home Care Services",NaN,NaN,"WA"
"Envigor Western Suburbs","0600","2000","QLD"
"Nyirripi Aged and Disability Services",NaN,NaN,"NT"
"Australian Unity Home Care Service - Glen Innes","0600","2000","NSW"
"Home Care Nurses Australia - Darling Downs","0800","1800","QLD"
"Immanuel Gardens H","0600","2000","QLD"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Bendigo Health Community Care Services","0830","1700","VIC"
"Warrigal At Home - Southern Highlands",NaN,NaN,"NSW"
"Catholic Healthcare Community Services Inner West (formerly Catholic Community Services)","0600","1900","NSW"
"LiveBetter Community Services Victoria","0500","2030","NSW"
"Benevolent Society - Home Support -Northern Sydney",NaN,NaN,"NSW"
"Southern Cross Care - Home Care - Blacktown/Western Sydney","0600","2030","NSW"
"BlueCross Northern","0730","2000","VIC"
"Feros Care Home Care Packages - Hunter NSW","0600","2030","NSW"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"Uniting Home Care Far West","0700","1900","NSW"
"Blue Care Bowen Community Care","0600","1800","QLD"
"Feros Care Home Care Packages - ACT","0600","2030","ACT"
"Freedom Aged Care Doncaster","0500","2030","VIC"
"Your Home Care","0600","2030","QLD"
"Country Health Connect - Southern Yorke Peninsula Community Health Service","0830","1730","SA"
"Baptistcare Home Services WA - South West Metro","0700","2030","WA"
"annecto - South & East VIC","0900","1700","VIC"
"1300 939 458 - All Home Care Packages","0900","1730","NSW"
"Wahroonga H","0600","2000","QLD"
"Uniting Healthy Living for Seniors ACT/Queanbeyan","0700","1900","ACT"
"Sundale In-Home Care Sunshine Coast",NaN,NaN,"QLD"
"NSW - KinCare - Mid North Coast Region","0600","2000","NSW"
"Abel Tasman Home Care - SOUTH WEST SYDNEY REGION",NaN,NaN,"NSW"
"Tripoli And Mena Cacps",NaN,NaN,"NSW"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Wendy's Home Care","0630","2000","NSW"
"St Louis Home Care","0730","2030","SA"
"Laynhapuy Homelands Aged Care",NaN,NaN,"NT"
"Life Without Barriers Home Care Packages Program - Alice Springs",NaN,NaN,"NT"
"Feros Care Home Care Packages - Loddon-Mallee VIC","0600","2030","VIC"
"Koo Wee Rup Regional Health Service  District Nursing-","0800","2000","VIC"
"Tambo Multipurpose Centre",NaN,NaN,"QLD"
"RADCARE","0600","1800","QLD"
"Better Living Homecare (South)","0500","2030","VIC"
"Home Instead Senior Care","0500","2030","NSW"
"Luminise Care Solutions - The Henley","0500","2030","QLD"
"Whitehorse City Council","0800","1730","VIC"
"Villa Maria Catholic Homes - Community Services – Home Care – Loddon Mallee",NaN,NaN,"VIC"
"Australian Unity Home Care Service - Bathurst","0600","2000","NSW"
"Uniting Healthy Living for Seniors Central Coast","0700","1900","NSW"
"AGED Rubies Nursing Care Paramatta",NaN,NaN,"NSW"
"Suncare Community Services  - Sunshine Coast","0600","2000","QLD"
"Prestige Inhome Care Pty Ltd 2",NaN,NaN,"VIC"
"PAWA Community Care Home Care Packages",NaN,NaN,"NSW"
"Australian Unity Home Care Service - Coffs Harbour","0600","2000","NSW"
"Australian Unity Home Care Service - Aboriginal Home Care - Walgett","0600","2000","NSW"
"Baptistcare Home Services WA - Wheatbelt","0700","2030","WA"
"Uniting Home Care Central West","0700","1900","NSW"
"Bowen Home Care Service",NaN,NaN,"QLD"
"EACH Home Care Packages Ipswich","0600","2030","QLD"
"Southern Cross Care Home Support Services Metro East","0730","2030","SA"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)","0600","1900","NSW"
"ARRCS - Alice Springs Community Care & CHSP Centre Based Respite",NaN,NaN,"NT"
"Jericho Commonwealth Home Support Programmme",NaN,NaN,"QLD"
"Yuelamu Aged and Disability Services",NaN,NaN,"NT"
"Cobram District Health - Community Health","0830","1700","VIC"
"Sue Mann Nursing & Community Care (CC) - 1300 241 300","0700","1800","NSW"
"Southern Cross Care Vic (SCCV) - Grampians Region",NaN,NaN,"VIC"
"Just Domestic Cleaning and Gardening South West Sydney","0830","1800","NSW"
"Forrest Community Services",NaN,NaN,"NSW"
"Apto Options","0600","2000","VIC"
"Australian Unity Home Care Service - Aboriginal Home Care - Coonabarabran","0600","2000","NSW"
"Baptcare Home Help Hume/Loddon Mallee - Chiltern Office",NaN,NaN,"VIC"
"Envigor Caloundra Seasons","0600","2000","QLD"
"Feros Care Home Care Packages - ACT","0600","2030","ACT"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Grampians",NaN,NaN,"VIC"
"Uniting Healthy Living for Seniors Mid North Coast","0700","1900","NSW"
"Sazem Disability & Aged care Services Pty Ltd Lakemba",NaN,NaN,"NSW"
"Uniting Home Care Central Coast","0700","1900","NSW"
"Excelcare Australia  - Bundaberg",NaN,NaN,"QLD"
"Home Support Services","0800","2000","SA"
"Enrich Living Services NSW (formerly St Ives HomeCare) - 1300 20 20 03","0600","2030","NSW"
"Calvary Community Care Sydney",NaN,NaN,"NSW"
"Candice Care Inc. SA","0500","2030","QLD"
"Mackay District Home Care Service","0730","1630","QLD"
"WA - KinCare - Perth East","0600","2000","WA"
"Feros Care Home Care Packages - Darling Downs QLD","0600","2030","QLD"
"Wesley Mission (Central Coast)","0700","1900","NSW"
"St John's Community Care Mareeba & Atherton Tablelands",NaN,NaN,"QLD"
"AnglicareSA Home Care Yorke, Lower North & Barossa","0730","2030","SA"
"Greek Orthodox Community",NaN,NaN,"SA"
"Japan Total Care Service","0700","2000","NSW"
"All Home Care Packages NSW","0800","1800","NSW"
"Ngunnawal Aboriginal Corporation","0630","1830","NSW"
"1300 939 458 - Newcastle Home Care Packages","0900","1730","NSW"
"Yass Valley Aged Care - Horton House",NaN,NaN,"NSW"
"Co.As.It.",NaN,NaN,"NSW"
"Finley Regional Care - Complete Care",NaN,NaN,"NSW"
"The Whiddon Group Community Care- Bourke","0600","1600","NSW"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Masonic Care Tasmania Community Service",NaN,NaN,"TAS"
"CoOrdinated Support Services Fitzroy","0830","1630","QLD"
"Uniting Home Care Hunter","0700","1900","NSW"
"Calvary Community Care Darwin","0500","2030","NT"
"Dubbo UPA Home Care Service","0700","1900","NSW"
"St Louis Home Care","0730","2030","SA"
"1300791660 McLean Care Community Services Moree","0600","1900","NSW"
"Abel Tasman Home Care - NORTHERN SYDNEY REGION",NaN,NaN,"NSW"
"Wintringham Community Housing and Support (Western)","0830","1700","VIC"
"Benetas Home Care Greater North West","0500","2030","VIC"
"Southern Plus: Home Care Services",NaN,NaN,"WA"
"Sutherland","0500","2030","NSW"
"Acacia Living Group Midwest Home Care and Respite","0700","2000","WA"
"Feros Care Home Care Packages - Greater Geelong VIC","0600","2030","VIC"
"Eurobodalla Nursing Service",NaN,NaN,"NSW"
"NSW Low Fee Package Provider","0900","1700","NSW"
"The Whiddon Group Community Care - Far North Coast","0500","2030","NSW"
"SA - KinCare - Mid North Region","0600","2000","SA"
"Feros Care Home Care Packages - Central Coast","0600","2030","NSW"
"SBcare - CHSP and Home Care Package Services South Burnett","0600","1800","QLD"
"After-Care (A'sia) Pty Ltd","0830","1700","VIC"
"Uniting Healthy Living for Seniors Kuranya/Far South",NaN,NaN,"NSW"
"Enrich Living Services (formerly HomeCare Options) - 1300 20 20 03","0600","2000","WA"
"integratedliving - Barwon South Western","0600","2000","NSW"
"Mildura Community Care Services - Bendigo Health","0830","1700","VIC"
"The Haven","0600","1900","NSW"
"UnitingCare Wesley Bowden Incorporated",NaN,NaN,"SA"
"St Luke's Home Care Packages",NaN,NaN,"NSW"
"Chinese Community Social Services Centre Inc. Western Metro Region",NaN,NaN,"VIC"
"Action on Disability within Ethnic Communities (ADEC) - Home Care Packages","0900","1700","VIC"
"Anglicare At Home - Home Care Packages",NaN,NaN,"NSW"
"Catholic Healthcare Homecare Packages","0700","1900","NSW"
"Focus Care Solutions - Hunter Region","0830","1730","NSW"
"Feros Care Home Care Packages - Northern Metro VIC","0600","2030","VIC"
"CentacareCQ - Rockhampton Region","0600","2000","QLD"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)","0600","1900","NSW"
"Benetas Home Care North West","0500","2030","VIC"
"EACH NSW Home Care Packages - New England","0700","1900","NSW"
"LiveBetter Community Services (formerly CareWest) - Parkes","0500","2030","NSW"
"Uniting Home Care Far West","0700","1900","NSW"
"Mildura Community Care Services - Bendigo Health","0830","1700","VIC"
"Ozcare - Hervey Bay","0600","1800","QLD"
"Sue Mann Nursing & Community Care (Syd) - 1300 241 300","0700","1800","NSW"
"Juniper Home Care - HCP South","0600","2030","WA"
"Quambie Care","0700","2030","WA"
"Feros Care Home Care Packages - Greater Geelong VIC","0600","2030","VIC"
"Benetas Home Care Greater North West A","0500","2030","VIC"
"Atitjere Aged and Disability Services",NaN,NaN,"NT"
"Benetas Home Care North West","0500","2030","VIC"
"Home Support Services - South Coast",NaN,NaN,"QLD"
"Finncare West Moreton",NaN,NaN,"QLD"
"ACT - KinCare - Canberra City and Suburbs","0600","2000","ACT"
"Orana","0600","2000","QLD"
"Villa Maria Catholic Homes*",NaN,NaN,"VIC"
"Freedom Aged Care Taylor St","0500","2030","QLD"
"VIC - KinCare - Melbourne North","0600","2000","VIC"
"St Vincent's Care Services  - North And South Brisbane","0530","2030","QLD"
"1300791660 McLean Care Community Services Glen Innes","0600","1900","NSW"
"Alpha Commonwealth Home Support Programme",NaN,NaN,"QLD"
"Social Centre Bethanie Eaton","0500","2030","WA"
"integratedliving - Darling Downs","0600","2000","NSW"
"Bilyara Home Care","0600","2030","NSW"
"Hills Nursing","0600","2030","NSW"
"Uniting Home Care Western Sydney","0700","1900","NSW"
"Catholic Healthcare Homecare Packages","0700","1900","NSW"
"1300 939 458 - Your Home Care Package","0830","1800","NSW"
"TAS - KinCare - Northern Tasmania","0600","2000","TAS"
"Star Health Inkerman St St Kilda","0800","1730","VIC"
"Rainbow The Multicultural Aged Care Program",NaN,NaN,"WA"
"Centacare Sunshine Coast & Gympie","0600","1800","QLD"
"WA - KinCare - Perth South East","0600","2000","WA"
"1300 939 458 - All Home Care Packages","0800","1830","NSW"
"GoCo Kootingal Moonbi Nundle",NaN,NaN,"NSW"
"Country Health Connect - Riverland Home Care Packages",NaN,NaN,"SA"
"Baptistcare Home Services WA - South West","0700","2030","WA"
"The Care List - 1300 939 458 Nepean","0830","1800","NSW"
"Immanuel Gardens","0600","2000","QLD"
"Australian Unity Home Care Service - Narrabri","0600","2000","NSW"
"VIC - KinCare - Melbourne East","0600","2000","VIC"
"RFBI Care at Home - Mid North Coast",NaN,NaN,"NSW"
"Bethanie Community Care - South West Metro","0500","2030","WA"
"Baptcare Home Help Hume/Loddon Mallee - Bundoora Office",NaN,NaN,"VIC"
"PAWA Community Care Polish and Eastern European Home Care Packages",NaN,NaN,"NSW"
"Bene Casa - Home Care Packages Packages Level 1-2 Metro East",NaN,NaN,"SA"
"Feros Care Home Care Packages - West Moreton QLD","0600","2030","QLD"
"Amana Living Home Care Package Metro East",NaN,NaN,"WA"
"Wintringham Community Housing and Support (Hume)","0800","1700","VIC"
"Enrich Living Services NSW (formerly St Ives HomeCare) - 1300 20 20 03","0600","2030","NSW"
"Vivere","0500","2030","ACT"
"Southern Cross Care - Home Care - Northern Sydney","0600","2030","NSW"
"HenderCare (VIC Metropolitan North)","0500","2030","VIC"
"Ocean Gardens","0700","2030","WA"
"RDNS SA Metro North","0500","2030","SA"
"Assist HomeCare (Home Assist Metro West)","0600","2030","SA"
"The Whiddon Group Community Care - New England","0600","1600","NSW"
"Aurukun Community Home Help Project",NaN,NaN,"QLD"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Southcare Inc.","0700","2030","WA"
"Baptcare Home Help Gippsland - Korumburra Office",NaN,NaN,"VIC"
"Uniting Healthy Living for Seniors Illawarra/Shoalhaven","0900","1700","NSW"
"Alwyndor Home Care Packages (L1-4)","0500","2030","SA"
"South Gippsland Hospital Home Care Packages","0800","1630","VIC"
"Suncare Community Services (Bundaberg)","0600","2000","QLD"
"Feros Care Home Care Packages - Eastern Metro VIC","0600","2030","VIC"
"Benevolent Society - Home Support - Nepean, Blue Mountains, Hawkesbury","0700","1800","NSW"
"Ozcare - North Lakes","0600","1800","QLD"
"HenderCare (SA Metropolitan West)","0500","2030","SA"
"A Lifetime Connect Multi Service Outlet",NaN,NaN,"NSW"
"Cleaning Gardening Nursing Personal Care Services NSW","0900","1700","NSW"
"Anglicare At Home - Home Care Packages",NaN,NaN,"NSW"
"IUIH Home Support Sunshine Coast (Indigenous Services Only)",NaN,NaN,"QLD"
"At Grampians Community Health Stawell Office",NaN,NaN,"VIC"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Gippsland Southern Health Service Home Care Packages","0830","1700","VIC"
"Uniting Home Care Nepean","0700","1900","NSW"
"Just Domestic Cleaning and Gardening Western Metro","0830","1800","NSW"
"Blue Care Gayndah Respite Care DO NOT USE",NaN,NaN,"QLD"
"SIX STAR HOME & COMMUNITY CARE","0700","2030","VIC"
"WA - KinCare - Perth North","0600","2000","WA"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Creating Links","0630","2030","NSW"
"RSL Care Rockhampton - Bolton Clarke","0500","2030","QLD"
"Australian Unity Home Care Service - Lake Cargelligo","0600","2000","NSW"
"Multicultural Aged Care",NaN,NaN,"NSW"
"Calvary Community Care Hunter",NaN,NaN,"NSW"
"Assist HomeCare (Home Assist)","0600","2030","SA"
"UPA Homecare Packages Murray","0700","1900","NSW"
"1300 939 458 - Newcastle Home Care Packages","0830","1800","NSW"
"IRT at Home Illawarra Central","0700","2030","NSW"
"Vision Australia Dandenong","0830","1700","VIC"
"Bass Coast Health Flexihealth","0830","1700","VIC"
"Australian Unity Home Care Service - South Gold Coast","0600","2000","QLD"
"Take Control of Your Home Care NSW","0800","1800","NSW"
"BaptistCare - Mid North Coast","0630","2030","NSW"
"St Vincent's Care Services  - North And South Brisbane",NaN,NaN,"QLD"
"Co.As.It.",NaN,NaN,"NSW"
"Premium Home Care Service",NaN,NaN,"SA"
"Just Better Care Melbourne North West","0800","1700","VIC"
"Feros Care Home Care Packages - Western Metro","0600","2030","VIC"
"GoCo Narrabri","0830","1700","NSW"
"Calvary Community Care Flinders Far North",NaN,NaN,"SA"
"Feros Care Home Care Packages - ACT","0600","2030","ACT"
"1300 939 458 - Newcastle Home Care Packages","0830","1800","NSW"
"Karingal SA",NaN,NaN,"SA"
"St Vincent's Care Services - Gold Coast Home Care","0530","2030","QLD"
"Home Instead Senior Care","0500","2030","QLD"
"Australian Unity Home Care Service - Aboriginal Home Care - Moree","0600","2000","NSW"
"Home Care Assistance Newcastle Hunter","0500","2030","NSW"
"Bethanie Community Care - North Metro","0500","2030","WA"
"All About Living Inc","0600","2000","QLD"
"Anglicare At Home - South Coast","0600","2000","NSW"
"Southern Cross Care Vic (SCCV) - North West Region",NaN,NaN,"VIC"
"Baptistcare Home Services WA - Wheatbelt","0700","2030","WA"
"Bethanie Menora Day Therapy Centre","0500","2030","WA"
"1300 698 693 - Home Nursing Group Pty Ltd","0500","2030","NSW"
"RFBI Care at Home - New England",NaN,NaN,"NSW"
"Catholic Healthcare Community Services Sunshine Coast (formerly Catholic Community Services)","0600","1900","QLD"
"Aboriginal Community Care SA Home Care Packages Metro",NaN,NaN,"SA"
"The Care List - Victoria","0800","1830","NSW"
"Purple House Aged Care",NaN,NaN,"NT"
"Creating Links","0630","2030","NSW"
"Richmond Aged Care",NaN,NaN,"QLD"
"Linked to Life - Coffs Coast","0600","2030","NSW"
"Anglicare Tasmania - Home Care Packages","0600","2030","TAS"
"Focused Health Care Pty Ltd - Logan River Valley","0500","2030","QLD"
"Warrumbungle Community Care - Coonabarabran","0830","1630","NSW"
"Australian Unity Home Care Service - Aboriginal Home Care - Nowra","0600","2000","NSW"
"LCH at Home - Lorne Community Hospital - Home Care Packages","0830","1700","VIC"
"Wintringham Community Housing and Support (Western)","0830","1700","VIC"
"Social Centre Bethanie Geraldton","0500","2030","WA"
"Cooinda Community Care","0700","1900","NSW"
"WA - KinCare - Perth North","0600","2000","WA"
