"","id","SERVICE_NAME","STREET_ST_ADDRESS","STREET_SUBURB","STREET_PCODE","STREET_STATE","MAIN_PH_NUM","WEBSITE","sfd","dem","atsi","terminal","veteran","cald","lgbti","ADDRESS","lat","lng"
"1705",1704,"Paradise Lakes Care Centre","360 Oxley Drive  ","RUNAWAY BAY",4216,"QLD","+610755378488","http://www.paradiselakescarecentre.com.au","True","True","False","False","False","False","False","360 Oxley Drive RUNAWAY BAY 4216 QLD",-27.90971,153.3873701
"1706",1705,"Carinya Nursing Home (Frankston Extended Care)","125 GOLF LINKS Road  ","FRANKSTON",3199,"VIC","+6197837277","NaN","False","False","False","False","False","False","False","125 GOLF LINKS Road FRANKSTON 3199 VIC",-38.1734671,145.1498142
"1707",1706,"Bairnsdale Regional Health Service ( Maddocks Gardens)","125 MCKEAN Street  ","BAIRNSDALE",3875,"VIC","+610351503382","NaN","False","True","True","False","False","False","False","125 MCKEAN Street BAIRNSDALE 3875 VIC",-37.8327747,147.6060035
"1708",1707,"Estia Health Altona Meadows","297 QUEEN Street  ","ALTONA MEADOWS",3028,"VIC","+610393694568","http://www.estiahealth.com.au","True","True","False","True","False","False","False","297 QUEEN Street ALTONA MEADOWS 3028 VIC",-37.8738671,144.7881612
"1709",1708,"Fairview Village","30 Sargeant Street  ","WARRAGUL",3820,"VIC","+610356232752","NaN","True","True","False","True","False","False","False","30 Sargeant Street WARRAGUL 3820 VIC",-38.1747905,145.9288834
"1710",1709,"Country Club Lodge","111 COUNTRY CLUB Drive  ","SAFETY BEACH",3936,"VIC","+610359810999","http://www.buehleragedcare.com.au","True","True","False","True","True","True","True","111 COUNTRY CLUB Drive SAFETY BEACH 3936 VIC",-38.328103,144.988119
"1711",1710,"Laverton MPS","10 BERIA Road  ","LAVERTON",6440,"WA","+610890882600","NaN","False","False","False","False","False","False","False","10 BERIA Road LAVERTON 6440 WA",-28.6252351,122.3995412
"1712",1711,"Leonora MPS","10 BERIA Road  ","LAVERTON",6440,"WA","+61089804300","NaN","False","False","False","False","False","False","False","10 BERIA Road LAVERTON 6440 WA",-28.6252351,122.3995412
"1713",1712,"Carl and Sadie Cohen Hostel","119 CRESSWELL Road  ","DIANELLA",6059,"WA","+610893754600","http://www.mzh.org.au","True","True","False","True","False","True","False","119 CRESSWELL Road DIANELLA 6059 WA",-31.9012361,115.864288
"1714",1713,"Honeysuckle Regional Health","48 COWSLIP Street  ","VIOLET TOWN",3669,"VIC","+610357981324","NaN","True","True","False","True","False","False","False","48 COWSLIP Street VIOLET TOWN 3669 VIC",-36.6357571,145.7126294
"1715",1714,"Arcare Parkinson","2791 Beaudesert Road  ","PARKINSON",4115,"QLD","+611300175014","http://arcare.com.au/residential_cares/arcare-parkinson/","False","False","False","False","False","False","False","2791 Beaudesert Road PARKINSON 4115 QLD",-27.6387406,153.0436052
"1716",1715,"Embracia in Burpengary","135 Buckley Road  ","BURPENGARY EAST",4505,"QLD","+610753166000","http://embraciaqueensland.com.au","False","True","False","True","False","False","False","135 Buckley Road BURPENGARY EAST 4505 QLD",-27.1364569,152.9822797
"1717",1716,"Eventide Lutheran Homes","72 Ballarat Road  ","HAMILTON",3300,"VIC","+610355710444","http://www.eventide.org.au","False","False","False","False","False","False","False","72 Ballarat Road HAMILTON 3300 VIC",-37.7430616,142.0421775
"1718",1717,"Warrina Court Hostel","57 Hill Street  ","CAMPBELLTOWN",5074,"SA","+6183974471","NaN","True","True","False","False","False","False","False","57 Hill Street CAMPBELLTOWN 5074 SA",-34.877356,138.6561284
"1719",1718,"St Vincent's Care Services Bardon","59 Main Avenue  ","RAINWORTH",4065,"QLD","+611800778767","http://www.svcs.org.au","True","True","False","False","False","False","False","59 Main Avenue RAINWORTH 4065 QLD",-27.468588,152.9835329
"1720",1719,"Churches of Christ Care Kolan Gardens Aged Care Service","6C MULGRAVE Street  ","GIN GIN",4671,"QLD","+610741573744","http://www.careagedcare.com.au/about-us/nursinghomehostel/kolan/","False","False","False","False","False","False","False","6C MULGRAVE Street GIN GIN 4671 QLD",-24.9857728,151.9533872
"1721",1720,"Oakwood Aged Care","6 ELLIS Street  ","ENFIELD",5085,"SA","+610882606888","NaN","False","False","False","False","False","False","False","6 ELLIS Street ENFIELD 5085 SA",-34.8649853,138.6068184
"1722",1721,"Homewood Gardens","60-68 Regent Street  ","BEXLEY",2207,"NSW","+610295031800","www.homewoodcare.com.au","False","False","False","False","False","False","False","60-68 Regent Street BEXLEY 2207 NSW",-33.9542715,151.1119457
"1723",1722,"Bangalor Retreat","4 STOTT Street  ","TWEED HEADS WEST",2485,"NSW","+610755999803","http://www.bangalorretreat.com.au","False","False","False","False","False","False","False","4 STOTT Street TWEED HEADS WEST 2485 NSW",-28.1919776,153.4937391
"1724",1723,"Southern Cross Care West Beach Residential","655-671 BURBRIDGE Road  ","WEST BEACH",5024,"SA","+611800852772","www.southerncrosscare.com.au","False","True","False","False","False","False","False","655-671 BURBRIDGE Road WEST BEACH 5024 SA",-34.9357941,138.5106753
"1725",1724,"Country Health Connect - Karoonda Multi-Purpose Service","13 STOKES Road  ","KAROONDA",5307,"SA","+610885791111","NaN","True","True","True","True","True","True","True","13 STOKES Road KAROONDA 5307 SA",-35.0937496,139.8894627
"1726",1725,"Bupa South Hobart","14 GORE Street  ","SOUTH HOBART",7004,"TAS","+610362212200","http://www.bupaagedcare.com.au/aged-care-homes/bupa-south-hobart","False","False","False","False","False","False","False","14 GORE Street SOUTH HOBART 7004 TAS",-42.89118,147.3172702
"1727",1726,"Bupa South Morang","18-22 MCGLYNN Avenue  ","SOUTH MORANG",3752,"VIC","+610394049600","http://www.bupaagedcare.com.au/aged-care-homes/bupa-south-morang","False","False","False","False","False","False","False","18-22 MCGLYNN Avenue SOUTH MORANG 3752 VIC",-37.6543645,145.0881492
"1728",1727,"St Basil's Randwick","    ","RANDWICK",2031,"NSW","+610291528300","http://www.stbasils.org.au","False","False","False","False","True","False","False"," RANDWICK 2031 NSW",-33.91643,151.23653
"1729",1728,"Arcare Brighton","58 COCHRANE Street  ","BRIGHTON",3186,"VIC","+611300175014","https://arcare.com.au/melbourne_aged_care/arcare-aged-care-brighton/","False","False","False","False","False","False","False","58 COCHRANE Street BRIGHTON 3186 VIC",-37.9002909,144.9992877
"1730",1729,"Goomalling MPS","18706 Forrest Street  ","GOOMALLING",6460,"WA","+610896290100","NaN","False","False","False","False","False","False","False","18706 Forrest Street GOOMALLING 6460 WA",-31.3017012,116.8302123
"1731",1730,"Country Health Connect - Renmark Nursing Home","180-208 RAL RAL Avenue  ","RENMARK",5341,"SA","+610885804100","NaN","True","True","True","True","False","False","False","180-208 RAL RAL Avenue RENMARK 5341 SA",-34.1653899,140.7435702
"1732",1731,"Braemar Cooinda","31 MOORHOUSE Street  ","WILLAGEE",6156,"WA","+610862793600","http://www.braemar.org.au","True","True","False","False","True","True","False","31 MOORHOUSE Street WILLAGEE 6156 WA",-32.0470266,115.8152789
"1733",1732,"Little Para Aged Care","24-28 WAYFORD Street  ","ELIZABETH VALE",5112,"SA","+610882599888","http://www.allity.com.au/locations/little-para-aged-care","True","True","True","True","False","False","False","24-28 WAYFORD Street ELIZABETH VALE 5112 SA",-34.7559077,138.6574123
"1734",1733,"Southern Cross Care Keon Park","15 Tunaley Parade  ","KEON PARK",3073,"VIC","+610384146000","https://goo.gl/yv6VA2","True","True","False","False","False","True","False","15 Tunaley Parade KEON PARK 3073 VIC",-37.6973976,145.0252642
"1735",1734,"Arcare Knox","478 BURWOOD Highway  ","WANTIRNA SOUTH",3152,"VIC","+611300175014","https://arcare.com.au/melbourne_aged_care/arcare-knox-wantirna-south/","True","True","False","True","False","False","False","478 BURWOOD Highway WANTIRNA SOUTH 3152 VIC",-37.8718446,145.2424078
"1736",1735,"Bayswater Gardens","65-71 ST ALBANS Street  ","ABBOTSFORD",2046,"NSW","+610297120100","http://www.bayswatergardens.com.au","False","False","False","False","False","False","False","65-71 ST ALBANS Street ABBOTSFORD 2046 NSW",-33.8510765,151.1263891
"1737",1736,"RFBI Dubbo Masonic Village","2 Capstan Drive  ","DUBBO",2830,"NSW","+610268001400","http://www.rfbi.com.au","False","False","False","False","False","False","False","2 Capstan Drive DUBBO 2830 NSW",-32.2597392,148.6399067
"1738",1737,"Bupa Eastwood","55 TIMBARRA Drive  ","BAIRNSDALE",3875,"VIC","+610351525500","http://www.bupaagedcare.com.au/aged-care-homes/bupa-eastwood","False","False","False","False","False","False","False","55 TIMBARRA Drive BAIRNSDALE 3875 VIC",-37.8118464,147.6382736
"1739",1738,"Emerald Hill Residence","203 NAPIER Street  ","SOUTH MELBOURNE",3205,"VIC","+610396339200","http://www.caspacare.org.au","False","True","False","False","False","False","False","203 NAPIER Street SOUTH MELBOURNE 3205 VIC",-37.8370177,144.9607964
"1740",1739,"Southern Cross Care Holland Park - Duhig Village","85 Seville Road  ","HOLLAND PARK",4121,"QLD","+610734223888","www.sccqld.com.au","False","False","False","False","False","False","False","85 Seville Road HOLLAND PARK 4121 QLD",-27.5230137,153.073069
"1741",1740,"Multicultural Aged Care Illawarra","1 Eyre Place  ","WARRAWONG",2502,"NSW","+610242763212","www.multiculturalagedcare.com.au","True","True","True","True","False","True","False","1 Eyre Place WARRAWONG 2502 NSW",-34.4819319,150.879981
"1742",1741,"RiverSea Mosman Park","1 WALLACE Lane  ","MOSMAN PARK",6012,"WA","+61131151","http://www.bethanie.com.au","True","True","False","True","False","False","False","1 WALLACE Lane MOSMAN PARK 6012 WA",-32.0154769,115.7560083
"1743",1742,"The Juninga Centre","113 DICK WARD Drive  ","COCONUT GROVE",810,"NT","+610889480442","http://www.arrcs.org.au","True","True","True","True","False","False","False","113 DICK WARD Drive COCONUT GROVE 810 NT",-12.398564,130.8519712
"1744",1743,"Tandara Lodge Hostel","10 NIGHTINGALE Avenue  ","SHEFFIELD",7306,"TAS","+610364911277","http://www.tandara.net.au","False","False","False","False","False","False","False","10 NIGHTINGALE Avenue SHEFFIELD 7306 TAS",-41.3856388,146.3238678
"1745",1744,"Benevolent Aged Care","60 West Street  ","ROCKHAMPTON",4700,"QLD","+610748370300","www.benevolent.com.au","True","True","True","True","True","True","True","60 West Street ROCKHAMPTON 4700 QLD",-23.3781743,150.4996622
"1746",1745,"Arpad Aged Care","9 Garrisson Grove  ","WANTIRNA",3152,"VIC","+610398010855","www.arpadagedcare.com.au","False","False","False","False","False","False","False","9 Garrisson Grove WANTIRNA 3152 VIC",-37.846574,145.229212
"1747",1746,"James Barker House","64 BUCKLEY Street  ","FOOTSCRAY",3011,"VIC","+610392834000","NaN","True","False","True","False","True","True","True","64 BUCKLEY Street FOOTSCRAY 3011 VIC",-37.8035759,144.8961416
"1748",1747,"Calvary Ryde Retirement Community - Mary Potter","678 Victoria Road  ","RYDE",2112,"NSW","+610288781407","http://www.calvarycare.org.au","False","False","False","False","False","False","False","678 Victoria Road RYDE 2112 NSW",-33.8182335,151.1092386
"1749",1748,"Country Health Connect - Melaleuca Court Nursing Home","69 MAIN Street  ","MINLATON",5575,"SA","+610888532308","NaN","False","False","False","False","False","False","False","69 MAIN Street MINLATON 5575 SA",-34.7739309,137.5941891
"1750",1749,"Mercy Place Montrose (Hostel)","991 MOUNT DANDENONG TOURIST Road  ","MONTROSE",3765,"VIC","+610397246000","https://goo.gl/8V3k66","True","True","True","True","True","True","True","991 MOUNT DANDENONG TOURIST Road MONTROSE 3765 VIC",-37.8132135,145.3510769
"1751",1750,"Burdekin Nursing Home","9 A-27 A Chippendale Street  ","AYR",4807,"QLD","+610747832266","NaN","False","False","False","False","False","False","False","9 A-27 A Chippendale Street AYR 4807 QLD",-19.5634177,147.4056431
"1752",1751,"Country Health Connect - Hawdon House","25 HAWDON Street  ","BARMERA",5345,"SA","+610885880444","NaN","False","False","False","False","False","False","False","25 HAWDON Street BARMERA 5345 SA",-34.2489092,140.4703656
"1753",1752,"BlueCross The Boulevard","70 HEATHS Court  ","MILL PARK",3082,"VIC","+611300133414","http://www.bluecross.com.au/bluecross-the-boulevard","True","True","False","True","False","False","False","70 HEATHS Court MILL PARK 3082 VIC",-37.6577371,145.0828498
"1754",1753,"William Beech Gardens - Waler","1 Madline Street  ","CONDOBOLIN",2877,"NSW","+610268956500","http://www.rsllifecare.org.au","True","True","True","False","True","False","True","1 Madline Street CONDOBOLIN 2877 NSW",-33.0817341,147.1522513
"1755",1754,"Homestyle Kensington Grange","13 Ferguson Road  ","LEOPOLD",3224,"VIC","+610352502301","http://www.homestyleagedcare.com.au","True","True","True","True","True","True","True","13 Ferguson Road LEOPOLD 3224 VIC",-38.1898776,144.4638745
"1756",1755,"Arcare Slacks Creek","8 Janice Street  ","SLACKS CREEK",4127,"QLD","+611300175014","https://arcare.com.au/qld-aged-care/arcare-logan-slacks-creek/","True","True","False","True","False","False","False","8 Janice Street SLACKS CREEK 4127 QLD",-27.6397571,153.1227875
"1757",1756,"mecwacare Simon Price Centre","13-25 STRABANE Avenue  ","MONT ALBERT NORTH",3129,"VIC","+610385734812","http://www.mecwacare.org.au","False","False","False","False","False","False","False","13-25 STRABANE Avenue MONT ALBERT NORTH 3129 VIC",-37.8077377,145.1130521
"1758",1757,"Lionsbrae","29 EVERARD Road  ","RINGWOOD EAST",3135,"VIC","+610398707523","www.ralac.org.au","True","True","False","True","False","False","False","29 EVERARD Road RINGWOOD EAST 3135 VIC",-37.8025864,145.2490121
"1759",1758,"Bethesda Caring Centre (Wesley Mission Queensland)","29 Grace Street  ","CORINDA",4075,"QLD","+611800448448","https://www.wmq.org.au/locations/bethesda-caring-centre","True","True","True","True","True","True","True","29 Grace Street CORINDA 4075 QLD",-27.5416038,152.9759
"1760",1759,"Estia Health Taree","424 WINGHAM Road  ","TAREE",2430,"NSW","+610265393700","http://www.estiahealth.com.au","False","False","False","False","False","False","False","424 WINGHAM Road TAREE 2430 NSW",-31.8793272,152.4330808
"1761",1760,"Loreto","20 Fulham Road  ","PIMLICO",4812,"QLD","+610747713019","NaN","False","False","False","False","False","False","False","20 Fulham Road PIMLICO 4812 QLD",-19.2901136,146.7881845
"1762",1761,"BaptistCare Dorothy Henderson Lodge","157 Balaclava Road  ","MACQUARIE PARK",2113,"NSW","+610293461465","http://www.baptistcare.org.au/DorothyHendersonLodge","False","False","False","False","False","False","False","157 Balaclava Road MACQUARIE PARK 2113 NSW",-33.7772311,151.1105371
"1763",1762,"Anglicare SQ Symes Grove Home for the Aged","333 Handford Road  ","TAIGUM",4018,"QLD","+610736236901","http://anglicaresq.org.au/grove-residential","False","False","False","False","False","False","False","333 Handford Road TAIGUM 4018 QLD",-27.3447342,153.0426438
"1764",1763,"Gaynes Park Manor","251 PAYNEHAM Road  ","JOSLIN",5070,"SA","+611800555990","http://www.lifecare.org.au/gaynes-park-manor","False","False","False","False","False","False","False","251 PAYNEHAM Road JOSLIN 5070 SA",-34.9029952,138.6328186
"1765",1764,"Anglican Care Scenic Lodge Merewether","251 SCENIC Drive  ","MEREWETHER",2291,"NSW","+610249630500","www.anglicancare.com.au","True","True","True","True","True","True","True","251 SCENIC Drive MEREWETHER 2291 NSW",-32.9496549,151.7291669
"1766",1765,"Rosalie Nursing Care Centre","18 Howard Street  ","PADDINGTON",4064,"QLD","+610733670132","http://www.alzheimersonline.org","False","False","False","False","False","False","False","18 Howard Street PADDINGTON 4064 QLD",-27.468055,152.997321
"1767",1766,"Masonic Care Tasmania Peace Haven Residential Aged Care, Respite & Special Care - Dementia","185 PENQUITE Road  ","NORWOOD",7250,"TAS","+610363457200","NaN","False","False","False","False","False","False","False","185 PENQUITE Road NORWOOD 7250 TAS",-41.4544702,147.1784066
"1768",1767,"Masonic Care Tasmania Peace Haven Residential Aged Care Service","185 PENQUITE Road  ","NORWOOD",7250,"TAS","+610363457200","NaN","False","False","False","False","False","False","False","185 PENQUITE Road NORWOOD 7250 TAS",-41.4544702,147.1784066
"1769",1768,"Opal Maitland","28 Broughton Street  ","RUTHERFORD",2320,"NSW","+610240153000","http://www.opalagedcare.com.au","False","False","False","False","False","False","False","28 Broughton Street RUTHERFORD 2320 NSW",-32.709944,151.5255289
"1770",1769,"Ozcare Villa Vincent Aged Care Facility","2 Acacia Street  ","MUNDINGBURRA",4812,"QLD","+611800692273","https://www.ozcare.org.au/aged-care/aged-care-facilities/facilities/villa-vincent-townsville/","True","True","True","True","True","True","True","2 Acacia Street MUNDINGBURRA 4812 QLD",-19.2903427,146.7808558
"1771",1770,"Regents Garden - Bateman","2 AMUR Place  ","BATEMAN",6150,"WA","+610406564446","https://www.regentsgarden.com.au","False","False","False","False","False","False","False","2 AMUR Place BATEMAN 6150 WA",-32.0465429,115.8482913
"1772",1771,"Rylstone Multi-Purpose Service","24 Fitzgerald Street  ","RYLSTONE",2849,"NSW","+610268412217","http://www.wnswlhd.health.nsw.gov.au/index.php","False","False","False","False","False","False","False","24 Fitzgerald Street RYLSTONE 2849 NSW",-32.804471,149.9755645
"1773",1772,"Opal Bairnsdale","79 HARNHAM Drive  ","BAIRNSDALE",3875,"VIC","+610351523744","http://www.opalagedcare.com.au/our-homes/bairnsdale-vic/","False","False","False","False","False","False","False","79 HARNHAM Drive BAIRNSDALE 3875 VIC",-37.8375667,147.5960276
"1774",1773,"Trinity Manor","8-14 Pretoria Street  ","DEEPDENE",3103,"VIC","+610390915200","http://www.trinitycare.com.au","False","False","False","False","False","False","False","8-14 Pretoria Street DEEPDENE 3103 VIC",-37.8097081,145.0657701
"1775",1774,"Grandview Lodge","2 GRANDVIEW Street  ","WYCHEPROOF",3527,"VIC","+610354780700","http://www.ewhs.org.au","False","False","False","False","False","False","False","2 GRANDVIEW Street WYCHEPROOF 3527 VIC",-36.0795992,143.2324631
"1776",1775,"Wisteria Lodge","261 Gilston Road  ","NERANG",4211,"QLD","+610755571777","www.sdaac.com.au","True","True","False","False","False","False","False","261 Gilston Road NERANG 4211 QLD",-28.0085342,153.3175331
"1777",1776,"Greenfields Aged Care Facility","95 LAKES Road  ","GREENFIELDS",6210,"WA","+61(08)95350700","http://www.aegiscare.com.au/locations/aegis-greenfields/","True","True","False","False","False","False","False","95 LAKES Road GREENFIELDS 6210 WA",-32.5313412,115.762569
"1778",1777,"Fig Tree Point Aged Care Facility","7 HARRIS Street  ","TORONTO",2283,"NSW","+610249504133","www.huntervalleycare.com.au","True","True","False","True","False","False","False","7 HARRIS Street TORONTO 2283 NSW",-33.0045349,151.598969
"1779",1778,"Country Health Connect - Hammill House"," The Terrace   ","PORT PIRIE",5540,"SA","+610886384696","NaN","True","True","True","True","False","False","False"," The Terrace PORT PIRIE 5540 SA",-33.1784064,138.0038649
"1780",1779,"Northview Aged Care Centre","35 DAVEY Street  ","GLENELLA",4740,"QLD","+610749680800","NaN","False","False","False","False","False","False","False","35 DAVEY Street GLENELLA 4740 QLD",-21.1161739,149.1452468
"1781",1780,"Estia Health Flagstaff Hill","40 Skyline Drive  ","FLAGSTAFF HILL",5159,"SA","+610882963456","http://www.estiahealth.com.au","True","True","False","True","False","False","False","40 Skyline Drive FLAGSTAFF HILL 5159 SA",-35.0406933,138.5683298
"1782",1781,"BaptistCare Morven Gardens","5-19 Morven Road  ","LEURA",2780,"NSW","+610247844604","http://www.baptistcare.org.au/MorvenGardens","False","False","False","False","False","False","False","5-19 Morven Road LEURA 2780 NSW",-33.7138991,150.3434917
"1783",1782,"Regis Bulimba","50 BRISBANE Street  ","BULIMBA",4171,"QLD","+611300998100","http://ged-care-residences/queensland/regis-bulimba/","False","False","False","False","False","False","False","50 BRISBANE Street BULIMBA 4171 QLD",-27.4467903,153.0536228
"1784",1783,"Woolgoolga Aged Care Centre","49 High Street  ","WOOLGOOLGA",2456,"NSW","+610266540022","www.woolgoolgaretirement.org.au","True","True","False","True","False","False","False","49 High Street WOOLGOOLGA 2456 NSW",-30.116995,153.201245
"1785",1784,"Heritage Manor Aged Care*","147-163 MARYVALE Road  ","MORWELL",3840,"VIC","+610351011111","http://www.heritagemanor.com.au","True","True","False","True","False","False","False","147-163 MARYVALE Road MORWELL 3840 VIC",-38.2213809,146.4158043
"1786",1785,"Karlarra House","200 FORREST Circle  ","SOUTH HEDLAND",6722,"WA","+610891741522","NaN","False","False","False","False","False","False","False","200 FORREST Circle SOUTH HEDLAND 6722 WA",-20.40902,118.6017011
"1787",1786,"Benetas Dowell Court","159 LOWER HEIDELBERG Road  ","IVANHOE EAST",3079,"VIC","+611300236382","www.benetas.com.au/dowellcourt","True","True","False","True","False","False","False","159 LOWER HEIDELBERG Road IVANHOE EAST 3079 VIC",-37.7718931,145.0528836
"1788",1787,"Blue Care Hamilton Merriwee Court Aged Care Facility","31 JACKSON Street  ","HAMILTON",4007,"QLD","+611800838929","http://www.bluecare.org.au","True","True","True","True","True","True","True","31 JACKSON Street HAMILTON 4007 QLD",-27.4320572,153.0733109
"1789",1788,"Monda Lodge Hostel","32-36 MCGREGOR Avenue  ","HEALESVILLE",3777,"VIC","+610359699969","NaN","True","True","False","False","False","False","False","32-36 MCGREGOR Avenue HEALESVILLE 3777 VIC",-37.6452079,145.5281981
"1790",1789,"Christian Homes Tasmania - Hawthorn Village Residential Aged Care Facility","23A WELLS Parade  ","BLACKMANS BAY",7052,"TAS","+610362393514","http://www.christianhomes.org.au","True","True","False","True","False","False","False","23A WELLS Parade BLACKMANS BAY 7052 TAS",-42.9994416,147.3249207
"1791",1790,"BaptistCare Warabrook Centre","24 CASUARINA Circuit  ","WARABROOK",2304,"NSW","+610249036814","http://www.baptistcare.org.au/WarabrookCentre","False","False","False","False","False","False","False","24 CASUARINA Circuit WARABROOK 2304 NSW",-32.8877193,151.7212549
"1792",1791,"Richardson House","24 GOTHA Street  ","BARRABA",2347,"NSW","+610267821589","http://richardsonhouse.com.au","True","True","False","True","False","False","False","24 GOTHA Street BARRABA 2347 NSW",-30.3825503,150.6056649
"1793",1792,"The Plains","333 Underwood Road  ","EIGHT MILE PLAINS",4113,"QLD","+610737375000","www.bethanycc.org.au","True","True","False","False","False","False","False","333 Underwood Road EIGHT MILE PLAINS 4113 QLD",-27.5926255,153.1005067
"1794",1793,"Estia Health Wodonga","240 FELLTIMBER CREEK Road  ","WODONGA",3690,"VIC","+610260435000","http://www.estiahealth.com.au","False","True","False","True","False","False","False","240 FELLTIMBER CREEK Road WODONGA 3690 VIC",-36.1311989,146.8391492
"1795",1794,"Regis Greenmount","22 COONGAN Avenue  ","GREENMOUNT",6056,"WA","+611300998100","http://www.regis.com.au/residence/regis-greenmount-2/","True","True","False","True","False","False","False","22 COONGAN Avenue GREENMOUNT 6056 WA",-31.90258,116.0432
"1796",1795,"Glendale Aged Care","1 Glendale Court  ","WERRIBEE",3030,"VIC","+610387428888","http://www.allity.com.au/locations/glendale-aged-care","True","True","False","True","False","False","False","1 Glendale Court WERRIBEE 3030 VIC",-37.8782131,144.6775235
"1797",1796,"Edenfield Family Care - Nerrilda","71 STOKES Terrace  ","PORT AUGUSTA WEST",5700,"SA","+610882816966","http://www.eden-field.com.au","False","False","False","False","False","False","False","71 STOKES Terrace PORT AUGUSTA WEST 5700 SA",-32.4776971,137.7598854
"1798",1797,"Agmaroy Nursing Home","115 LEACH Highway  ","WILSON",6107,"WA","+610894581524","http://www.hallprior.com.au/agmaroy","True","True","True","True","True","True","True","115 LEACH Highway WILSON 6107 WA",-32.019667,115.911155
"1799",1798,"Regis Tasmania - Legana","1-9 FRESHWATER POINT Road  ","LEGANA",7277,"TAS","+611300998100","https://www.regis.com.au/residence/regis-tasmania-legana/","False","False","False","False","False","False","False","1-9 FRESHWATER POINT Road LEGANA 7277 TAS",-41.3635893,147.0397975
"1800",1799,"Ridleyton Greek Home for the Aged","89 Hawker Street  ","RIDLEYTON",5008,"SA","+610883401155","https://rgha.com.au","True","True","False","True","False","True","False","89 Hawker Street RIDLEYTON 5008 SA",-34.8940301,138.5732564
"1801",1800,"St Luke's Green, Woolloongabba","    ","BURANDA",4102,"QLD","+610731299075","http://www.stlukesgreen.com.au","False","True","True","True","True","True","True"," BURANDA 4102 QLD",-27.4965768,153.0406362
"1802",1801,"Bexley Care Centre","82-84 CONNEMARRA Street  ","BEXLEY",2207,"NSW","+610295877610","http://ww.synovumcare.com.au","True","True","True","True","True","True","True","82-84 CONNEMARRA Street BEXLEY 2207 NSW",-33.9585061,151.1253884
"1803",1802,"Boort District Health Nursing Home","5 KINIRY Street  ","BOORT",3537,"VIC","+610354515200","http://www.bdh.vic.gov.au","False","False","False","False","False","False","False","5 KINIRY Street BOORT 3537 VIC",-36.1151689,143.7271956
"1804",1803,"Tottenham Multi-Purpose Service"," Moondana Street  ","TOTTENHAM",2873,"NSW","+610268924003","http://www.wnswlhd.health.nsw.gov.au/index.php","False","False","False","False","False","False","False"," Moondana Street TOTTENHAM 2873 NSW",-32.2425449,147.3540322
"1805",1804,"Mt Kooyong Convalescent Home","62 Mount Kooyong Road  ","JULATTEN",4871,"QLD","+610740941279","http://www.mtkooyong.com.au","True","True","True","True","False","False","False","62 Mount Kooyong Road JULATTEN 4871 QLD",-16.5953513,145.3364375
"1806",1805,"Coolah Multi-Purpose Service","111-135 MARTIN Street  ","COOLAH",2843,"NSW","+610263779100","http://www.wnswlhd.health.nsw.gov.au","False","False","False","False","False","False","False","111-135 MARTIN Street COOLAH 2843 NSW",-31.821536,149.7099919
"1807",1806,"ADA Cottage","93-95 Angus Avenue  ","KANDOS",2848,"NSW","+610263794709","http://www.rsllifecare.org.au","False","False","False","False","False","False","False","93-95 Angus Avenue KANDOS 2848 NSW",-32.8582758,149.9794067
"1808",1807,"Catholic Healthcare George Mockler House","99 Elimatta Road  ","MONA VALE",2103,"NSW","+611800225474","http://www.catholichealthcare.com.au/en/residence/george-mockler-house/","False","False","False","False","False","False","False","99 Elimatta Road MONA VALE 2103 NSW",-33.6800464,151.2968784
"1809",1808,"Craigcare Pascoe Vale","1A VIRGINIA Street  ","PASCOE VALE",3044,"VIC","+610383113700","http://www.craigcare.com.au/services-facilities/residential-care-vic/pascoe-vale/","False","False","False","False","False","False","False","1A VIRGINIA Street PASCOE VALE 3044 VIC",-37.7155182,144.9438403
"1810",1809,"Opal Salford Park","100 Harold Street  ","WANTIRNA",3152,"VIC","+610398472500","www.opalagedcare.com.au","False","False","False","False","False","False","False","100 Harold Street WANTIRNA 3152 VIC",-37.8549329,145.227962
"1811",1810,"The Whiddon Group Glenfield","81 BELMONT Road  ","GLENFIELD",2167,"NSW","+611300738388","http://www.whiddon.com.au","True","True","True","True","True","True","False","81 BELMONT Road GLENFIELD 2167 NSW",-33.9754206,150.8996935
"1812",1811,"Southern Cross Care Turramurra","402 Bobbin Head Road  ","NORTH TURRAMURRA",2074,"NSW","+611800632314","NaN","False","False","False","False","False","False","False","402 Bobbin Head Road NORTH TURRAMURRA 2074 NSW",-33.7008373,151.1469716
"1813",1812,"SCC Marian Nursing Home","2A FLEET Street  ","NORTH PARRAMATTA",2151,"NSW","+611800632314","https://www.sccliving.org.au/our-services/residential-aged-care/find-a-community/marian-nursing-home","False","False","False","False","False","False","False","2A FLEET Street NORTH PARRAMATTA 2151 NSW",-33.8039129,151.0017958
"1814",1813,"Koonambil Aged Care","140-148 Castlereagh Street  ","COONAMBLE",2829,"NSW","+610268223193","NaN","True","False","False","False","False","False","False","140-148 Castlereagh Street COONAMBLE 2829 NSW",-30.9641898,148.3884632
"1815",1814,"Calvary Flora McDonald Retirement Community","206 SIR DONALD BRADMAN Drive  ","COWANDILLA",5033,"SA","+610881597000","https://www.calvarycare.org.au/retirement-communities","True","True","False","True","False","False","False","206 SIR DONALD BRADMAN Drive COWANDILLA 5033 SA",-34.931447,138.5593616
