"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","DESCRIPTION","RELIGION"
1047,"Blue Care Eastside Community Care","166 Sibley Road, WYNNUM WEST, 4178, QLD","QLD",4178,"WYNNUM WEST","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1049,"Blue Care Beaudesert Community Care","7 DUCKETT Street, BEAUDESERT, 4285, QLD","QLD",4285,"BEAUDESERT","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.bluecare.org.au","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1050,"Blue Care Lowood Rosewood Community Care","49 Main Street, LOWOOD, 4311, QLD","QLD",4311,"LOWOOD","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1051,"Blue Care Fassifern Community Care","10A Macquarie Street, BOONAH, 4310, QLD","QLD",4310,"BOONAH","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Armenian Apostolic, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1052,"Blue Care Ipswich Community Care","15 Robertson Road, EASTERN HEIGHTS, 4305, QLD","QLD",4305,"EASTERN HEIGHTS","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1053,"Blue Care Beenleigh Community Care","32-50 Mt Warren Boulevard, MOUNT WARREN PARK, 4207, QLD","QLD",4207,"MOUNT WARREN PARK","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1054,"Blue Care Proserpine Community Care","10 FAUST Street, PROSERPINE, 4800, QLD","QLD",4800,"PROSERPINE","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1056,"Blue Care Coomera Community Care","8-12 Esplanade, COOMERA, 4209, QLD","QLD",4209,"COOMERA","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1057,"Blue Care Elanora Community Care","1 Pines Lane, ELANORA, 4221, QLD","QLD",4221,"ELANORA","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1058,"IRT at Home South East Queensland","Level 4, 45 BRISBANE Road, MOOLOOLABA, 4557, QLD","QLD",4557,"MOOLOOLABA","07:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.irt.org.au","myagecare@irt.org.au","+61134478","TRUE","Not sure what help is available or where to start? We offer experienced free advice to help. 

Contact us today to talk to one of our team on 1800 024 915. 



Since 1992, IRT at Home has focused on keeping personal choice and independence at the centre of everything we do. From truly getting to know you in our first welcome discussion to carefully selecting only the service providers and team members we trust and you feel comfortable with, it’s the big difference that can only come from a team with our experience.



What services are available?



General support 

This includes household tasks like cleaning, laundry and gardening, through to shopping and transport to social outings.



Personal care

This includes assistance with personal tasks like showering, medication, continence and body care.



Clinical care

This includes nursing and allied health support, including palliative care.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Judaism, Latter-day Saints, Lutheran, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1060,"Pennwood Home Care","19 WINDSOR Avenue, PENNINGTON, 5013, SA","SA",5013,"PENNINGTON",NaN,NaN,"TRUE","TRUE","dementia","reablement","FALSE","terminal","mental","http://pennagedcare.org.au/about/home-care-services/","phc.referrals@pennwood.org.au","+610428043133","TRUE","A Home Care Package is a package of services tailored to meet the clients's specific care needs. The package is coordinated by a home care provider, with funding provided by the Australian Government. We can provide occasional or ongoing help with house cleaning, laundry, cooking meals or accessing meal delivery service, shopping, transport to appointments, respite for carers (in your home or go out for a drive or an activity in your local community), mobility aids, gardening, minor home modifications (fitting of bathroom & toilet hand rails), information and referrals to other community supports (physio, OT, mobility equipment and aids, diabetes  and other chronic disease management). If you are interested in this service please feel free to contact us to further discuss your options.",""
1061,"Blue Care Noosa Community Care","15 PEARL Street, COOROY, 4563, QLD","QLD",4563,"COOROY","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1062,"Nextt New South Wales","12-16 CHIPPEN Street, CHIPPENDALE, 2008, NSW","NSW",2008,"CHIPPENDALE","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","http://www.nextt.com.au/aged-support/home-care-packages/","hcp@nextt.com.au","+611300369568","TRUE","Nextt is Australia’s leading provider in home care packages across Australia. We do more than just support your needs, we like to take things to the Nextt level and support you to achieve your goals, improve your quality of life and to actively participate in your local community life. 



At Nextt you are assigned a professional and experienced case manager who visits you in your home to speak with you and assess your needs. A tailored program is designed around your individual health requirements and your personal preferences to support you and allow you to achieve your goals. 



Our support workers come from a range of backgrounds and speak a variety of language who works alongside you to provide you with a friendly, efficient and quality service that meets your lifestyle. If you require a support worker who speaks your language, we will do our best to achieve this. We can use a support worker from one of the other organisations we have an agreement with. 



Call us for more info",""
1063,"Australian Croatian Community Services Southern Region","57 ROBINSON Street, DANDENONG, 3175, VIC","VIC",3175,"DANDENONG","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","https://www.accs.asn.au","marinar@accs.asn.au","+610396895811","TRUE","At Australian Croatian Community Services we have qualified and experienced staff to help you or your loved one remain safe and well at home. We are experienced at supporting people with dementia, disabilities and specialised needs. All our services are provided with care, sensitivity and respect.



Our staff are bi-lingual and are able to meet the language and cultural needs of our specialised cultures Croatian and Bosnian and to the broader and other migrant communities.



Getting the right help at the right time is very important to us. Please contact us regarding your needs.",""
1064,"Bolton Clarke RDNS Southern Metro Melbourne","973 NEPEAN Highway, BENTLEIGH, 3204, VIC","VIC",3204,"BENTLEIGH","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.rdns.com.au/services-we-provide/home-care-services/home-care-packages/","packagedcarevic@rdns.com.au","+611300334455","TRUE","Royal District Nursing Service (RDNS) is a not-for-profit organisation that has provided home nursing and community care services for 130 years across Australia. RDNS is privileged to have provided care to many generations since our humble beginnings, and we are proud to have worked with veterans since World War I.

At RDNS we provide a comprehensive range of innovative health care, domestic and support services tailored to your goals to assist you in staying independent and well in your home and maintaining the interests and connections that matter to you.

RDNS has very diverse customer and employee populations with diverse needs from diverse backgrounds.  RDNS is committed to working in partnership with our customers, their carers and families to provide holistic programs.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1065,"Oxley Home Care","7 Narabang Way, BELROSE, 2085, NSW","NSW",2085,"BELROSE","07:30","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://oxleyhomecare.com.au","intake@oxleyhomecare.com.au","+611300993591","TRUE","Oxley Home Care is an Approved Provider for Home Care Packages, Level 1 to Level 4, throughout the Sydney Metropolitan area including Private fee for service.



Oxley Home Care, established 2006, is a family owned and operated local company based in Sydney specialising in aged care, dementia and nursing care. We pride ourselves on being able to provide a personalised service with a dedicated staff member allocated to each and every client for direct communication and support.



Oxley Home Care’s professional care management and coordination team support a large and culturally diverse team of trained nurses and care workers to deliver consistent, high quality aged care services 24 hours a day, 7 days per week. 



Call to speak with our friendly Intake Officer (Julia) to organise a telephone or in-home consultation on 1300 993 591","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1067,"Anglicare Southern Queensland Brisbane North","6 Babarra Street, STAFFORD, 4053, QLD","QLD",4053,"STAFFORD","07:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610","TRUE","For over 140 years, Anglicare has been proud to provide you with the support you need for the life you want. An example of this support is the comprehensive range of government subsidised in-home services that make staying at home a little less daunting. These services, offered under the Help at Home banner are designed to help clients live in their own home, on their own terms.

Some of the services offered by Anglicare’s respectful and professional team include:

•	Help with housework, garden maintenance and minor maintenance and modifications to meet individual needs for those who want to stay in their own home, but need a little support.

•	Social support with activities, outings and assistance with transport for those who want to stay connected, but need help making it happen.

•	Tailored health and wellbeing activities and services and assistance staying physically active for those who want to be in control of their own wellbeing, but need help to stay healthy.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1070,"Blue Care Arundel Community Care","29 Melbourne Road, ARUNDEL, 4214, QLD","QLD",4214,"ARUNDEL","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is.","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1071,"Blue Care Southport Community Care","88 MUIR Street, LABRADOR, 4215, QLD","QLD",4215,"LABRADOR","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322","TRUE","When you choose Blue Care, you are choosing a trusted and experienced service provider that’s here to ensure you and your family can continue living life your way.



Catering to all levels of home care packages and providing a full range of services for what you need today, and into the future. 



We know that everyone - and their family - is different, which is why we offer a tailored, personalised service designed around your individual needs. It’s all about offering choice and flexibility in the services we provide including a range of package management services to suit those who want to self-manage their home care package through to those who wish to be fully supported.



We have been supporting people in their local communities ever since the first Blue Care nurse visited a client in their home over 60 years ago. Our clients trust us, and as one of Queensland’s leading aged care providers, you can trust us too.



Home is where the heart is","Anglican, Anglican Catholic Church, Anglican Church of Australia, Assemblies of God, Baptist, Born Again Christian, Buddhism, Catholic, Christian, Church of Jesus Christ of LDS, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Wesleyan Methodist Church"
1072,"Uniting Communities Multicultural Home Care Packages","5 MATURIN Road, GLENELG, 5045, SA","SA",5045,"GLENELG","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","agedcarereferrals@unitingcommunties.org","+611800615677","TRUE","",""
1076,"Anglicare Southern Queensland Logan","3-9 University Drive, MEADOWBROOK, 4131, QLD","QLD",4131,"MEADOWBROOK","07:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610","TRUE","For over 140 years, Anglicare has been proud to provide you with the support you need for the life you want.

An example of this support is the comprehensive range of government subsidised in-home services that make staying at home a little less daunting.

These services, offered under the Help at Home banner are designed to help clients live in their own home, on their own terms.

Some of the services offered by Anglicare’s respectful and professional team include:

•	Help with housework, garden maintenance and minor maintenance and modifications to meet individual needs for those who want to stay in their own home, but need a little support.

•	Social support with activities, outings and assistance with transport for those who want to stay connected, but need help making it happen.

•	Tailored health and wellbeing activities and services and assistance staying physically active for those who want to be in control of their own wellbeing, but need help to stay healthy.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1077,"Prestige Inhome Care Pty Ltd ","685 BURKE Road, CAMBERWELL, 3124, VIC","VIC",3124,"CAMBERWELL","08:00","17:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.prestigeinhomecare.com.au","info@prestigeinhomecare.com.au","+610385877900","TRUE","At Prestige Inhome Care we believe you should spend your money on quality care, not fees.  So we charge some of the LOWEST fees in the industry – NO EXIT and NO daily care fees – leaving you with more money in your budget to spend on the care you need.

We're proud to have been helping people stay in their own homes and live as comfortably and independently as possible, for over 12 years now.

 

We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require.

Prestige also provides private care on a fee-for-service basis, ranging from 1 hour through to 24hr care. 

Our extensive network of dedicated carers is co-ordinated and resourced through our Cheltenham, Camberwell, Mornington and Geelong offices.

Each Prestige client's needs and preferences are matched with the specific expertise and qualities of our carers ensuring the best relationships and outcomes.

Call us to arrange a consultation",""
1078,"Prestige Inhome Care Pty Ltd ","328 RESERVE Road, CHELTENHAM, 3192, VIC","VIC",3192,"CHELTENHAM","08:00","17:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.prestigeinhomecare.com.au","info@prestigeinhomecare.com.au","+610385877900","TRUE","At Prestige Inhome Care we believe you should spend your money on quality care, not fees.  So we charge some of the LOWEST fees in the industry – NO EXIT and NO daily care fees – leaving you with more money in your budget to spend on the care you need.

We're proud to have been helping people stay in their own homes and live as comfortably and independently as possible, for over 12 years now.

 

We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require.

Prestige also provides private care on a fee-for-service basis, ranging from 1 hour through to 24hr care. 

Our extensive network of dedicated carers is co-ordinated and resourced through our Cheltenham, Camberwell, Mornington and Geelong offices.

Each Prestige client's needs and preferences are matched with the specific expertise and qualities of our carers ensuring the best relationships and outcomes.

Call us to arrange a free consultation",""
1079,"Presbyterian Aged Care Inner West Home Care","23 CHARLOTTE Street, ASHFIELD, 2131, NSW","NSW",2131,"ASHFIELD","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.pacnsw.org.au","caresupport@pcnsw.org.au","+611800722679","TRUE","Our Care Packages are designed in consultation with You. PAC has over 75 years experience in Aged Care and we will ensure you get the best out of your Package","Other Christian, Other Protestant, Presbyterian, Presbyterian and Reformed"
1080,"Anglicare Southern Queensland West Moreton","144 BRISBANE Road, BOOVAL, 4304, QLD","QLD",4304,"BOOVAL","07:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610","TRUE","For over 140 years, Anglicare has been proud to provide you with the support you need for the life you want. An example of this support is the comprehensive range of government subsidised in-home services that make staying at home a little less daunting. These services, offered under the Help at Home banner are designed to help clients live in their own home, on their own terms.

Some of the services offered by Anglicare’s respectful and professional team include: Help with housework, garden maintenance and minor maintenance and modifications to meet individual needs for those who want to stay in their own home, but need a little support. Social support with activities, outings and assistance with transport for those who want to stay connected, but need help making it happen. Tailored health and wellbeing activities and services and assistance staying physically active for those who want to be in control of their own wellbeing, but need help to stay healthy.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
1081,"Marco Polo Home Care Services","70 WAPLES Road, UNANDERRA, 2526, NSW","NSW",2526,"UNANDERRA","06:30","16:30","TRUE","FALSE","dementia","reablement","respite","terminal","mental","http://www.marcopolo.org.au","annas@marcopolo.org.au","+610242727700","TRUE","Marco Polo staff consider it a privilege to care for the aged. We offer a range of aged care services and can develop a plan, based on an agreed budget that gives you choice and flexibility in the way your care and services are provided. We can also offer residential respite in our Unanderra and Woonona facilities and private services are available on request.

We take pride in meeting the care needs of persons from any cultural background and in particular have provided services to the Italian community since 1983. We have a significant number of staff members who speak a second language. 

Marco Polo staff will assist you to navigate the local community and the health and aged care system to access services that support cultural preferences, foster personal independence, and are designed to care for people with kindness, dignity and respect. 

We look forward to working in partnership with you to improve your wellbeing and assist you to enjoy a quality of life in your own home.","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Uniting Church"
1082,"Australian Croatian Community Services North West Region","4-8 Parker Street, FOOTSCRAY, 3011, VIC","VIC",3011,"FOOTSCRAY","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","https://www.accs.asn.au","marinar@accs.asn.au","+610396895811","TRUE","At Australian Croatian Community Services we have qualified and experienced staff to help you or your loved one remain safe and well at home. We are experienced at supporting people with dementia, disabilities and specialised needs. All our services are provided with care, sensitivity and respect.



Our staff are bi-lingual and are able to meet the language and cultural needs of our specialised cultures Croatian and Bosnian and to the broader and other migrant communities.



Getting the right help at the right time is very important to us. Please contact us regarding your needs.",""
